request_id,ts,user_id,method,endpoint,http_status,latency_ms,partner_bank,idempotency_key,error_msg
REQ676138404725,2025-04-11 10:20:53.000,USR000872,POST,/cbs/fd/rate,200,98,HDFC,IDM6720348784,
REQ286336673656,2025-04-11 10:28:50.000,USR000872,POST,/cbs/kyc/ckyc-fetch,200,372,HDFC,IDM5648971814,
REQ103433363069,2025-04-11 10:46:17.000,USR000872,POST,/cbs/account/balance,504,143,HDFC,IDM5908185398,ACCT_NOT_FOUND
REQ664319810452,2025-04-11 10:24:08.000,USR000872,POST,/cbs/aml/screen,400,625,HDFC,IDM9356405278,PENNY_DROP_FAIL
REQ483139219192,2025-04-11 10:53:31.000,USR000872,POST,/cbs/customer/lookup,200,162,HDFC,IDM9359640318,
REQ759824927787,2025-04-11 11:52:10.000,USR000872,POST,/cbs/fd/booking,200,1065,HDFC,IDM3359724438,
REQ911144584237,2025-04-11 10:32:41.000,USR000872,POST,/cbs/customer/lookup,200,139,HDFC,IDM4631566958,
REQ413221586834,2025-07-23 22:54:33.000,USR000456,POST,/cbs/account/balance,200,125,HDFC,IDM1996135636,
REQ164676453695,2025-07-23 23:27:48.000,USR000456,POST,/cbs/kyc/ckyc-fetch,404,542,HDFC,IDM8660596175,ACCT_NOT_FOUND
REQ136195097143,2025-07-23 22:10:25.000,USR000456,POST,/cbs/penny-drop,200,552,HDFC,IDM4749610136,
REQ929385288771,2025-07-23 23:58:40.000,USR000456,POST,/cbs/customer/lookup,200,103,HDFC,IDM5882185374,
REQ270799315270,2025-07-23 23:07:04.000,USR000456,GET,/cbs/transaction/{id}/status,400,158,HDFC,IDM8071953998,ACCT_NOT_FOUND
REQ718673650612,2025-07-23 22:22:48.000,USR000456,GET,/cbs/transaction/{id}/status,200,83,HDFC,IDM1452369173,
REQ202132949673,2025-07-23 23:16:44.000,USR000456,POST,/cbs/aml/screen,200,778,HDFC,IDM6219539277,
REQ964595812817,2025-07-23 22:14:29.000,USR000456,POST,/cbs/penny-drop,400,771,HDFC,IDM5632353853,AML_FLAG
REQ164950514244,2025-07-23 22:51:09.000,USR000456,POST,/cbs/transaction/initiate,200,273,HDFC,IDM8543350323,
REQ721023533174,2025-07-23 23:13:14.000,USR000456,POST,/cbs/kyc/ckyc-fetch,200,204,HDFC,IDM5999175980,
REQ636529193478,2025-03-04 15:39:32.000,USR000656,POST,/cbs/customer/lookup,400,133,IDFC,IDM4495417327,PENNY_DROP_FAIL
REQ165916124670,2025-03-04 14:01:48.000,USR000656,POST,/cbs/penny-drop,200,944,IDFC,IDM1339799419,
REQ944723687719,2025-03-04 15:22:21.000,USR000656,POST,/cbs/kyc/ckyc-fetch,200,712,IDFC,IDM6887507644,
REQ665875544016,2025-06-25 08:50:33.000,USR000531,POST,/cbs/aml/screen,200,472,YESB,IDM7880240270,
REQ482265259763,2025-06-25 08:49:51.000,USR000531,POST,/cbs/fd/booking,400,846,YESB,IDM8815260652,BANK_DOWN
REQ806464857671,2025-06-25 09:10:56.000,USR000531,POST,/cbs/penny-drop,200,540,YESB,IDM4719475587,
REQ721103141900,2025-06-25 09:53:35.000,USR000531,POST,/cbs/aml/screen,200,612,YESB,IDM1728170791,
REQ596484282078,2025-06-25 08:22:56.000,USR000531,POST,/cbs/fd/rate,200,97,YESB,IDM5980378246,
REQ887571419109,2025-06-25 09:48:29.000,USR000531,POST,/cbs/penny-drop,200,858,YESB,IDM6655329343,
REQ511215780626,2025-06-25 09:10:55.000,USR000531,POST,/cbs/fd/booking,200,691,YESB,IDM8849204292,
REQ897183479551,2026-04-26 06:04:10.000,USR000175,POST,/cbs/fd/booking,200,505,BARB,IDM8094853731,
REQ952366220205,2026-04-26 07:33:25.000,USR000175,POST,/cbs/fd/booking,404,859,BARB,IDM6998194302,UPSTREAM_TIMEOUT
REQ559739380751,2025-02-07 17:36:44.000,USR000303,GET,/cbs/transaction/{id}/status,200,163,ICIC,IDM1548730274,
REQ886982481556,2025-02-07 17:15:44.000,USR000303,POST,/cbs/penny-drop,400,848,ICIC,IDM5089624362,UPSTREAM_TIMEOUT
REQ366585781749,2025-02-07 18:48:46.000,USR000303,POST,/cbs/fd/rate,200,66,ICIC,IDM5890639863,
REQ664400764558,2025-02-07 18:15:25.000,USR000303,POST,/cbs/fd/rate,200,91,ICIC,IDM7047269832,
REQ908638539078,2025-02-07 17:27:26.000,USR000303,POST,/cbs/kyc/ckyc-fetch,200,743,ICIC,IDM3199597079,
REQ197977917242,2025-02-07 18:49:37.000,USR000303,POST,/cbs/aml/screen,404,545,ICIC,IDM1785432785,UPSTREAM_TIMEOUT
REQ136080894973,2025-02-07 18:45:14.000,USR000303,POST,/cbs/customer/lookup,200,127,ICIC,IDM9207884295,
REQ551991982246,2025-02-07 18:43:37.000,USR000303,POST,/cbs/kyc/ckyc-fetch,200,784,ICIC,IDM8308127413,
REQ520095381721,2025-02-07 18:30:23.000,USR000303,POST,/cbs/penny-drop,200,926,ICIC,IDM6413035810,
REQ551031615503,2025-02-07 17:10:24.000,USR000303,POST,/cbs/fd/booking,200,913,ICIC,IDM2902768832,
REQ547411381867,2025-03-09 22:31:19.000,USR000991,POST,/cbs/fd/rate,401,141,KOTK,IDM2453688395,PENNY_DROP_FAIL
REQ843114206068,2025-03-09 22:35:08.000,USR000991,GET,/cbs/transaction/{id}/status,200,198,KOTK,IDM8862897733,
REQ738057594593,2025-11-08 07:18:47.000,USR001000,POST,/cbs/penny-drop,200,1220,AXIS,IDM1650824723,
REQ439087964456,2025-11-08 06:08:58.000,USR001000,GET,/cbs/transaction/{id}/status,200,159,AXIS,IDM8422357562,
REQ825485335878,2025-11-08 07:28:19.000,USR001000,POST,/cbs/transaction/initiate,200,835,AXIS,IDM3757510851,
REQ572917167860,2025-11-08 06:36:46.000,USR001000,POST,/cbs/aml/screen,200,818,AXIS,IDM2044522186,
REQ140188885326,2025-11-08 07:54:43.000,USR001000,GET,/cbs/transaction/{id}/status,200,234,AXIS,IDM4281494603,
REQ465512909675,2025-11-08 06:21:40.000,USR001000,POST,/cbs/kyc/ckyc-fetch,400,779,AXIS,IDM3811024763,PENNY_DROP_FAIL
REQ880451625379,2025-09-26 18:06:02.000,USR000412,POST,/cbs/customer/lookup,503,148,RBL,IDM9566323441,AML_FLAG
REQ593120295822,2025-09-26 17:16:54.000,USR000412,GET,/cbs/transaction/{id}/status,500,240,RBL,IDM1236326040,PENNY_DROP_FAIL
REQ807714780831,2026-03-06 04:48:50.000,USR000435,POST,/cbs/fd/rate,200,135,INDB,IDM9595114964,
REQ742573312563,2026-03-06 04:03:09.000,USR000435,POST,/cbs/account/balance,200,114,INDB,IDM8320452635,
REQ171034726485,2026-03-06 04:09:34.000,USR000435,POST,/cbs/penny-drop,401,1061,INDB,IDM6182498914,UPSTREAM_TIMEOUT
REQ230720947057,2026-03-06 04:03:43.000,USR000435,POST,/cbs/customer/lookup,401,118,INDB,IDM9155693487,ACCT_NOT_FOUND
REQ556180568902,2026-03-06 04:45:28.000,USR000435,POST,/cbs/account/balance,200,219,INDB,IDM5280335079,
REQ747987955301,2025-07-28 05:54:05.000,USR000234,POST,/cbs/transaction/initiate,200,278,KOTK,IDM6916879633,
REQ235815420456,2025-07-28 06:12:13.000,USR000234,POST,/cbs/customer/lookup,200,118,KOTK,IDM4639523327,
REQ534470698287,2025-01-02 14:46:53.000,USR000445,POST,/cbs/transaction/initiate,200,742,PUNB,IDM8058192638,
REQ240597546566,2025-01-02 13:47:01.000,USR000445,GET,/cbs/transaction/{id}/status,200,98,PUNB,IDM2247024020,
REQ178313196547,2025-01-02 14:48:55.000,USR000445,POST,/cbs/kyc/ckyc-fetch,400,764,PUNB,IDM6821902148,BANK_DOWN
REQ694786740821,2025-01-02 14:36:08.000,USR000445,POST,/cbs/aml/screen,200,725,PUNB,IDM5306539424,
REQ923198584148,2025-01-02 13:57:49.000,USR000445,POST,/cbs/penny-drop,404,651,PUNB,IDM9576150605,ACCT_NOT_FOUND
REQ122714147237,2025-01-02 13:28:19.000,USR000445,POST,/cbs/account/balance,404,102,PUNB,IDM2360084456,AML_FLAG
REQ765632178286,2025-01-02 14:55:08.000,USR000445,POST,/cbs/penny-drop,200,684,PUNB,IDM8680456210,
REQ730441675205,2025-01-02 14:24:02.000,USR000445,POST,/cbs/transaction/initiate,200,671,PUNB,IDM4503884165,
REQ538598367643,2025-01-02 14:08:43.000,USR000445,POST,/cbs/customer/lookup,200,154,PUNB,IDM5345642014,
REQ398173958149,2025-07-05 08:27:44.000,USR000990,POST,/cbs/transaction/initiate,401,854,INDB,IDM3879404038,RATE_LIMITED
REQ204389091466,2025-07-05 07:32:05.000,USR000990,POST,/cbs/transaction/initiate,200,293,INDB,IDM1012070676,
REQ926715502419,2025-07-05 07:48:40.000,USR000990,POST,/cbs/account/balance,200,105,INDB,IDM3066310377,
REQ656079222436,2025-05-30 21:29:54.000,USR000049,POST,/cbs/fd/rate,500,61,YESB,IDM4943880259,ACCT_NOT_FOUND
REQ114504181935,2025-05-30 20:47:18.000,USR000049,POST,/cbs/fd/booking,200,1018,YESB,IDM1653290380,
REQ315299765741,2025-05-30 20:20:38.000,USR000049,POST,/cbs/account/balance,504,130,YESB,IDM3744435931,PENNY_DROP_FAIL
REQ938370519270,2025-07-05 10:11:11.000,USR000770,POST,/cbs/customer/lookup,200,126,RBL,IDM7700313012,
REQ179680468964,2025-07-05 11:03:45.000,USR000770,POST,/cbs/penny-drop,200,1395,RBL,IDM8837948360,
REQ822937754320,2025-07-05 10:11:39.000,USR000770,POST,/cbs/transaction/initiate,400,487,RBL,IDM9329380708,ACCT_NOT_FOUND
REQ589892264125,2025-07-05 10:59:11.000,USR000770,POST,/cbs/kyc/ckyc-fetch,200,249,RBL,IDM7161596735,
REQ418726410743,2025-07-05 10:37:12.000,USR000770,POST,/cbs/penny-drop,200,1393,RBL,IDM3413820739,
REQ475619592539,2025-07-05 11:20:57.000,USR000770,POST,/cbs/penny-drop,200,1479,RBL,IDM1178297105,
REQ742704560736,2025-07-05 10:57:40.000,USR000770,POST,/cbs/aml/screen,200,821,RBL,IDM6318041635,
REQ769571201520,2026-01-15 08:54:16.000,USR000114,POST,/cbs/fd/rate,200,67,BARB,IDM4080044951,
REQ707735389591,2026-01-15 07:24:15.000,USR000114,POST,/cbs/customer/lookup,200,173,BARB,IDM5149233811,
REQ351516835230,2025-11-19 23:35:37.000,USR000142,GET,/cbs/transaction/{id}/status,200,165,INDB,IDM9132069497,
REQ184598320143,2025-11-19 23:55:24.000,USR000142,POST,/cbs/aml/screen,200,419,INDB,IDM3990405949,
REQ336626306579,2025-11-19 23:29:19.000,USR000142,POST,/cbs/kyc/ckyc-fetch,200,554,INDB,IDM3212715020,
REQ318059008720,2025-11-19 23:23:57.000,USR000142,POST,/cbs/fd/booking,200,418,INDB,IDM3353623510,
REQ890416675168,2025-11-19 22:45:16.000,USR000142,POST,/cbs/penny-drop,400,1191,INDB,IDM9217840476,ACCT_NOT_FOUND
REQ849329051200,2025-12-24 19:32:33.000,USR000530,POST,/cbs/aml/screen,200,448,IDFC,IDM3582891399,
REQ651278708226,2025-12-24 18:12:27.000,USR000530,POST,/cbs/fd/rate,200,124,IDFC,IDM9752287341,
REQ185400696294,2025-12-24 19:03:35.000,USR000530,POST,/cbs/penny-drop,401,1454,IDFC,IDM4435661827,ACCT_NOT_FOUND
REQ561246247461,2025-12-24 19:44:45.000,USR000530,POST,/cbs/account/balance,200,199,IDFC,IDM6851935721,
REQ795571838871,2025-12-24 19:29:45.000,USR000530,POST,/cbs/aml/screen,200,831,IDFC,IDM2835335646,
REQ340433932157,2025-12-24 18:11:00.000,USR000530,GET,/cbs/transaction/{id}/status,200,192,IDFC,IDM7070320437,
REQ320852258372,2025-12-24 18:08:40.000,USR000530,POST,/cbs/account/balance,200,117,IDFC,IDM6845590975,
REQ592398955169,2025-12-24 18:42:17.000,USR000530,POST,/cbs/kyc/ckyc-fetch,200,307,IDFC,IDM6824496482,
REQ287769906482,2025-12-24 18:13:48.000,USR000530,GET,/cbs/transaction/{id}/status,200,149,IDFC,IDM2361544288,
REQ139706240286,2025-12-24 18:35:39.000,USR000530,POST,/cbs/aml/screen,400,557,IDFC,IDM9996543127,AML_FLAG
REQ457121786233,2025-09-20 22:54:33.000,USR000086,POST,/cbs/kyc/ckyc-fetch,404,672,HDFC,IDM4446107837,RATE_LIMITED
REQ809798851947,2025-09-20 23:36:56.000,USR000086,POST,/cbs/fd/rate,200,71,HDFC,IDM1962119236,
REQ134743815554,2025-09-20 22:30:15.000,USR000086,GET,/cbs/transaction/{id}/status,200,87,HDFC,IDM4316284583,
REQ509948965444,2025-09-20 22:40:17.000,USR000086,POST,/cbs/fd/booking,200,581,HDFC,IDM8698925179,
REQ719956606785,2025-09-20 22:30:02.000,USR000086,POST,/cbs/kyc/ckyc-fetch,200,289,HDFC,IDM2381374888,
REQ862701699305,2025-09-20 23:52:38.000,USR000086,GET,/cbs/transaction/{id}/status,503,151,HDFC,IDM5738090865,BANK_DOWN
REQ770494243248,2026-01-18 15:01:44.000,USR000932,POST,/cbs/transaction/initiate,200,1092,ICIC,IDM5946925262,
REQ696251419180,2026-01-18 15:22:36.000,USR000932,POST,/cbs/fd/booking,200,1057,ICIC,IDM8315974858,
REQ161036352966,2026-01-18 14:31:57.000,USR000932,GET,/cbs/transaction/{id}/status,400,131,ICIC,IDM7113590768,RATE_LIMITED
REQ475190358874,2026-01-18 14:33:02.000,USR000932,POST,/cbs/transaction/initiate,200,1039,ICIC,IDM1596454328,
REQ780510261047,2026-01-18 15:54:42.000,USR000932,POST,/cbs/fd/booking,200,1183,ICIC,IDM2864925637,
REQ194634962711,2026-01-18 14:03:46.000,USR000932,POST,/cbs/transaction/initiate,500,717,ICIC,IDM4492092523,ACCT_NOT_FOUND
REQ857384408704,2026-01-18 15:39:05.000,USR000932,POST,/cbs/customer/lookup,200,165,ICIC,IDM5586503162,
REQ884035276678,2026-01-18 15:14:34.000,USR000932,POST,/cbs/fd/booking,200,915,ICIC,IDM2061440137,
REQ703153716438,2026-01-18 15:18:06.000,USR000932,POST,/cbs/account/balance,200,103,ICIC,IDM6351043325,
REQ805766665488,2026-01-18 15:32:31.000,USR000932,POST,/cbs/penny-drop,200,469,ICIC,IDM2091236778,
REQ254237766630,2026-02-21 03:28:27.000,USR000853,POST,/cbs/aml/screen,200,705,ICIC,IDM1046395193,
REQ734810200860,2026-02-21 03:01:24.000,USR000853,GET,/cbs/transaction/{id}/status,200,220,ICIC,IDM5591902246,
REQ937532086274,2026-02-21 03:44:32.000,USR000853,POST,/cbs/transaction/initiate,200,950,ICIC,IDM8611897232,
REQ691001633033,2026-02-21 03:20:50.000,USR000853,POST,/cbs/fd/rate,200,145,ICIC,IDM4872080967,
REQ531682915221,2026-02-21 03:33:22.000,USR000853,POST,/cbs/fd/booking,200,586,ICIC,IDM1818453480,
REQ862438106670,2026-02-21 03:36:17.000,USR000853,POST,/cbs/fd/booking,200,450,ICIC,IDM2140529436,
REQ423293262016,2026-02-21 04:11:30.000,USR000853,POST,/cbs/customer/lookup,200,168,ICIC,IDM4249370343,
REQ470688851500,2026-02-21 03:25:35.000,USR000853,POST,/cbs/customer/lookup,401,129,ICIC,IDM3011397787,INVALID_PAN
REQ880936216883,2025-02-06 11:22:12.000,USR000682,POST,/cbs/fd/rate,401,145,INDB,IDM1377823340,PENNY_DROP_FAIL
REQ940286428642,2025-02-06 12:58:15.000,USR000682,GET,/cbs/transaction/{id}/status,200,88,INDB,IDM4711890522,
REQ680741414659,2025-02-06 11:37:33.000,USR000682,POST,/cbs/fd/rate,200,129,INDB,IDM9227277598,
REQ821915344888,2025-02-06 11:06:10.000,USR000682,POST,/cbs/transaction/initiate,200,1104,INDB,IDM7141051289,
REQ602371510689,2025-02-06 11:58:18.000,USR000682,POST,/cbs/account/balance,401,161,INDB,IDM6109798289,INVALID_PAN
REQ905989955881,2026-03-13 07:03:53.000,USR000944,POST,/cbs/transaction/initiate,400,391,SBIN,IDM3099446917,BANK_DOWN
REQ926680427803,2026-03-13 07:30:35.000,USR000944,POST,/cbs/penny-drop,200,1259,SBIN,IDM5447786431,
REQ252893698705,2026-03-13 06:13:00.000,USR000944,POST,/cbs/customer/lookup,200,112,SBIN,IDM2421534864,
REQ461501573391,2025-10-17 18:58:09.000,USR000600,POST,/cbs/fd/rate,200,110,YESB,IDM4308572652,
REQ818776767006,2025-10-17 17:20:15.000,USR000600,POST,/cbs/transaction/initiate,200,1038,YESB,IDM5928479752,
REQ361353322959,2025-10-17 18:17:30.000,USR000600,POST,/cbs/transaction/initiate,200,1185,YESB,IDM9425049901,
REQ280358056097,2025-10-17 17:17:59.000,USR000600,POST,/cbs/penny-drop,200,788,YESB,IDM3365713885,
REQ318739824187,2025-10-17 17:10:09.000,USR000600,POST,/cbs/transaction/initiate,200,1102,YESB,IDM1034328071,
REQ430843601918,2025-10-17 18:46:50.000,USR000600,POST,/cbs/transaction/initiate,200,465,YESB,IDM2239352105,
REQ414820910752,2025-10-17 17:29:36.000,USR000600,POST,/cbs/customer/lookup,200,96,YESB,IDM6473235346,
REQ249651820202,2025-12-11 22:22:32.000,USR000904,POST,/cbs/transaction/initiate,404,992,CANB,IDM3148598135,INVALID_PAN
REQ315789109964,2025-12-11 22:45:35.000,USR000904,POST,/cbs/fd/booking,200,745,CANB,IDM6421899372,
REQ969869903179,2025-12-11 21:36:16.000,USR000904,POST,/cbs/transaction/initiate,200,421,CANB,IDM8322707110,
REQ525179192878,2025-12-11 22:06:46.000,USR000904,POST,/cbs/penny-drop,500,890,CANB,IDM5941069048,PENNY_DROP_FAIL
REQ484383182848,2025-02-23 16:42:01.000,USR000235,GET,/cbs/transaction/{id}/status,200,153,INDB,IDM7774698513,
REQ947970980940,2025-02-23 16:07:14.000,USR000235,POST,/cbs/aml/screen,200,677,INDB,IDM7777316460,
REQ978348454374,2025-02-23 15:00:26.000,USR000235,POST,/cbs/account/balance,500,140,INDB,IDM2884094452,UPSTREAM_TIMEOUT
REQ811281770717,2025-02-23 16:44:49.000,USR000235,POST,/cbs/kyc/ckyc-fetch,200,350,INDB,IDM5765520327,
REQ391418533920,2025-02-23 16:31:41.000,USR000235,POST,/cbs/fd/rate,200,73,INDB,IDM8992803245,
REQ301911796431,2025-02-23 15:56:37.000,USR000235,POST,/cbs/kyc/ckyc-fetch,200,541,INDB,IDM3852985175,
REQ906590559171,2025-02-23 15:38:12.000,USR000235,POST,/cbs/transaction/initiate,200,686,INDB,IDM2342670554,
REQ905136050675,2025-06-10 07:19:14.000,USR000092,POST,/cbs/kyc/ckyc-fetch,401,314,KOTK,IDM6264514051,PENNY_DROP_FAIL
REQ944386743248,2025-06-10 08:49:58.000,USR000092,GET,/cbs/transaction/{id}/status,400,165,KOTK,IDM8115034636,ACCT_NOT_FOUND
REQ429373919087,2025-06-10 07:39:27.000,USR000092,POST,/cbs/penny-drop,200,553,KOTK,IDM6007224994,
REQ581993639351,2025-06-10 07:43:39.000,USR000092,POST,/cbs/aml/screen,200,583,KOTK,IDM5013279311,
REQ779771900295,2025-06-10 07:47:59.000,USR000092,POST,/cbs/aml/screen,401,782,KOTK,IDM2270861231,RATE_LIMITED
REQ115745719631,2025-12-09 11:46:34.000,USR000472,POST,/cbs/penny-drop,200,955,PUNB,IDM1743524856,
REQ700179940155,2025-12-09 11:09:11.000,USR000472,POST,/cbs/fd/booking,200,998,PUNB,IDM8468120873,
REQ192405769186,2025-12-09 11:51:21.000,USR000472,GET,/cbs/transaction/{id}/status,200,232,PUNB,IDM5616139453,
REQ767961880575,2025-12-09 12:35:08.000,USR000472,POST,/cbs/aml/screen,200,660,PUNB,IDM5780191584,
REQ231272486934,2025-12-09 12:22:38.000,USR000472,POST,/cbs/customer/lookup,200,162,PUNB,IDM8778239972,
REQ430969700308,2025-12-09 11:04:05.000,USR000472,POST,/cbs/transaction/initiate,200,535,PUNB,IDM3477545388,
REQ512983164959,2025-12-09 12:37:27.000,USR000472,GET,/cbs/transaction/{id}/status,200,249,PUNB,IDM8812495393,
REQ903225791149,2025-12-09 12:18:16.000,USR000472,GET,/cbs/transaction/{id}/status,200,116,PUNB,IDM6314962584,
REQ765306043185,2025-12-09 11:36:44.000,USR000472,POST,/cbs/fd/booking,400,1046,PUNB,IDM7459679307,INVALID_PAN
REQ504000447970,2025-12-09 12:47:50.000,USR000472,POST,/cbs/aml/screen,200,474,PUNB,IDM2449510419,
REQ356049614160,2025-09-11 04:23:52.000,USR000249,POST,/cbs/fd/booking,200,1104,CANB,IDM8471618111,
REQ898477501596,2025-09-11 04:49:42.000,USR000249,POST,/cbs/fd/booking,200,856,CANB,IDM1582565791,
REQ413779212447,2025-09-11 03:55:17.000,USR000249,POST,/cbs/penny-drop,200,823,CANB,IDM8997054324,
REQ731250843502,2025-09-11 03:25:00.000,USR000249,POST,/cbs/aml/screen,200,791,CANB,IDM6609132187,
REQ552936245086,2025-09-11 03:46:40.000,USR000249,GET,/cbs/transaction/{id}/status,200,172,CANB,IDM5134901425,
REQ455579435254,2025-09-11 04:56:38.000,USR000249,POST,/cbs/aml/screen,200,317,CANB,IDM7314304232,
REQ998348701372,2025-09-11 04:40:26.000,USR000249,POST,/cbs/transaction/initiate,200,619,CANB,IDM5234682826,
REQ378491705739,2025-11-08 19:38:18.000,USR000202,POST,/cbs/account/balance,200,145,INDB,IDM4976373279,
REQ158078116602,2025-11-08 19:49:17.000,USR000202,GET,/cbs/transaction/{id}/status,504,229,INDB,IDM4861274119,UPSTREAM_TIMEOUT
REQ376244737132,2025-11-08 19:18:41.000,USR000202,POST,/cbs/transaction/initiate,400,644,INDB,IDM4703586662,INVALID_PAN
REQ873635081094,2025-11-08 19:37:38.000,USR000202,POST,/cbs/customer/lookup,200,113,INDB,IDM1518124324,
REQ775519202894,2025-11-08 20:08:42.000,USR000202,POST,/cbs/transaction/initiate,200,984,INDB,IDM2654538541,
REQ553939090735,2025-11-08 20:49:19.000,USR000202,POST,/cbs/transaction/initiate,200,518,INDB,IDM2561047826,
REQ251622701538,2025-11-08 20:35:38.000,USR000202,POST,/cbs/transaction/initiate,200,272,INDB,IDM4427216902,
REQ400748563930,2025-11-08 20:41:49.000,USR000202,POST,/cbs/fd/rate,200,101,INDB,IDM5403772089,
REQ243587231602,2025-11-08 19:07:11.000,USR000202,POST,/cbs/transaction/initiate,200,988,INDB,IDM9728577585,
REQ379392956216,2025-11-08 20:28:43.000,USR000202,POST,/cbs/customer/lookup,200,114,INDB,IDM1378839449,
REQ819826156694,2025-07-19 17:39:52.000,USR000204,GET,/cbs/transaction/{id}/status,200,185,RBL,IDM2686201831,
REQ283059218178,2025-07-19 17:06:04.000,USR000204,POST,/cbs/fd/booking,200,908,RBL,IDM1134003788,
REQ534494206294,2025-07-19 17:45:53.000,USR000204,POST,/cbs/account/balance,200,218,RBL,IDM5660226982,
REQ145052551279,2025-07-19 17:18:34.000,USR000204,POST,/cbs/fd/booking,200,778,RBL,IDM1512411081,
REQ639364288066,2025-07-19 18:00:05.000,USR000204,POST,/cbs/aml/screen,200,877,RBL,IDM9111052905,
REQ684586762780,2025-07-19 18:01:35.000,USR000204,POST,/cbs/customer/lookup,200,127,RBL,IDM4881558272,
REQ260416375932,2025-07-19 18:10:24.000,USR000204,POST,/cbs/customer/lookup,200,109,RBL,IDM2120575081,
REQ660725284061,2025-09-27 04:39:43.000,USR000574,POST,/cbs/aml/screen,200,414,BARB,IDM6205404233,
REQ719694166666,2025-09-27 04:54:02.000,USR000574,POST,/cbs/aml/screen,200,804,BARB,IDM6579132556,
REQ738784791723,2026-02-23 11:31:06.000,USR000361,POST,/cbs/fd/booking,200,645,KOTK,IDM3717733839,
REQ189040269568,2026-02-23 11:34:18.000,USR000361,POST,/cbs/account/balance,200,183,KOTK,IDM8157954509,
REQ302794526131,2026-02-23 11:25:41.000,USR000361,POST,/cbs/kyc/ckyc-fetch,200,591,KOTK,IDM7165273799,
REQ694908433824,2026-02-23 10:11:00.000,USR000361,POST,/cbs/fd/rate,200,145,KOTK,IDM9439827395,
REQ698641751142,2026-02-23 11:02:46.000,USR000361,GET,/cbs/transaction/{id}/status,401,244,KOTK,IDM5936829148,RATE_LIMITED
REQ195858044354,2026-02-23 11:55:12.000,USR000361,GET,/cbs/transaction/{id}/status,200,243,KOTK,IDM6986861287,
REQ455551878694,2026-02-23 11:00:03.000,USR000361,POST,/cbs/fd/booking,200,686,KOTK,IDM6554640912,
REQ396299915778,2026-02-23 10:47:16.000,USR000361,POST,/cbs/fd/booking,200,556,KOTK,IDM4373400726,
REQ294412788734,2026-02-23 10:27:13.000,USR000361,POST,/cbs/kyc/ckyc-fetch,200,748,KOTK,IDM6617914557,
REQ272615767571,2026-02-23 11:10:41.000,USR000361,POST,/cbs/fd/booking,200,921,KOTK,IDM2934655065,
REQ426183362159,2026-02-19 19:06:10.000,USR000673,POST,/cbs/penny-drop,200,970,SBIN,IDM6039378914,
REQ463951773953,2026-02-19 19:51:40.000,USR000673,POST,/cbs/fd/rate,504,79,SBIN,IDM3709723863,UPSTREAM_TIMEOUT
REQ814084843776,2026-02-19 19:28:08.000,USR000673,POST,/cbs/transaction/initiate,400,874,SBIN,IDM5938336402,AML_FLAG
REQ814594013510,2026-02-19 18:33:25.000,USR000673,POST,/cbs/kyc/ckyc-fetch,200,298,SBIN,IDM7301090418,
REQ243288957453,2026-02-19 19:11:13.000,USR000673,POST,/cbs/fd/rate,200,99,SBIN,IDM5105532184,
REQ206020018278,2026-02-19 19:35:06.000,USR000673,POST,/cbs/aml/screen,200,825,SBIN,IDM4993134525,
REQ631469222509,2026-02-19 18:23:00.000,USR000673,POST,/cbs/customer/lookup,200,109,SBIN,IDM6747913062,
REQ640837659681,2025-03-20 18:05:02.000,USR000565,POST,/cbs/fd/booking,200,329,HDFC,IDM1072757958,
REQ336099054388,2025-03-20 17:07:29.000,USR000565,POST,/cbs/fd/booking,200,762,HDFC,IDM3596742576,
REQ236222376615,2025-03-20 18:49:28.000,USR000565,POST,/cbs/fd/rate,200,66,HDFC,IDM6912324904,
REQ304292167323,2025-03-20 17:41:10.000,USR000565,POST,/cbs/customer/lookup,200,116,HDFC,IDM3664441464,
REQ207378763612,2025-03-20 17:37:40.000,USR000565,POST,/cbs/transaction/initiate,404,775,HDFC,IDM5379428368,INVALID_PAN
REQ989582382708,2025-03-20 17:17:52.000,USR000565,POST,/cbs/fd/booking,200,609,HDFC,IDM9784648618,
REQ575168453805,2025-03-20 17:07:43.000,USR000565,GET,/cbs/transaction/{id}/status,200,166,HDFC,IDM3955325027,
REQ201448915319,2025-03-20 18:26:42.000,USR000565,GET,/cbs/transaction/{id}/status,200,149,HDFC,IDM6341773484,
REQ256695867883,2026-05-07 11:44:46.000,USR000256,POST,/cbs/account/balance,200,110,RBL,IDM7303932754,
REQ611456162238,2026-05-07 11:48:50.000,USR000256,POST,/cbs/fd/booking,200,870,RBL,IDM6773756545,
REQ228228005391,2026-05-07 10:27:03.000,USR000256,POST,/cbs/account/balance,200,128,RBL,IDM5784464843,
REQ756726451298,2026-05-07 10:41:31.000,USR000256,POST,/cbs/kyc/ckyc-fetch,200,557,RBL,IDM3934771282,
REQ476043023724,2026-05-07 11:14:37.000,USR000256,POST,/cbs/transaction/initiate,200,813,RBL,IDM9209400859,
REQ303723431382,2025-07-07 03:36:27.000,USR000802,POST,/cbs/fd/rate,200,93,BARB,IDM2602227799,
REQ865245947923,2025-07-07 03:28:26.000,USR000802,POST,/cbs/account/balance,200,189,BARB,IDM6196640509,
REQ395149410729,2025-07-07 02:07:21.000,USR000802,POST,/cbs/fd/rate,200,133,BARB,IDM9148697849,
