event_id,user_id,step,surface,device,language,ts,session_id,utm_source,page_load_ms,error_code
EVT00001859,USR000426,vkyc_session,web,Android,bn,2025-10-19 19:56:00,SES436056,Influencer-YT,,
EVT00001860,USR000426,vkyc_complete,web,Android,bn,2025-10-19 21:45:00,SES756452,Influencer-YT,,
EVT00001861,USR000426,bank_link,web,Android,bn,2025-10-19 22:14:00,SES501995,Influencer-YT,,
EVT00001862,USR000426,fd_amount_select,web,Android,bn,2025-10-19 22:43:00,SES577900,Influencer-YT,,
EVT00001863,USR000426,fd_tenure_select,web,Android,bn,2025-10-19 23:08:00,SES904538,Influencer-YT,,
EVT00001864,USR000426,fd_review,web,Android,bn,2025-10-20 01:25:00,SES826903,Influencer-YT,,
EVT00001865,USR000426,fd_book_success,web,Android,bn,2025-10-20 02:10:00,SES660992,Influencer-YT,,
EVT00001866,USR000427,landing,web,Android,en,2025-06-20 01:14:00,SES227385,Direct,1139,
EVT00001867,USR000427,rate_check,web,Android,en,2025-06-20 01:21:00,SES296953,Direct,,TIMEOUT
EVT00001868,USR000428,landing,web,Web-Desktop,te,2025-09-30 23:06:00,SES593955,Direct,1324,
EVT00001869,USR000428,rate_check,web,Web-Desktop,te,2025-10-01 00:36:00,SES160905,Direct,,
EVT00001870,USR000429,landing,web,Android,hi,2025-08-10 08:08:00,SES971605,Influencer-IG,537,USER_ABANDONED
EVT00001871,USR000432,landing,web,Web-Desktop,en,2026-04-21 08:26:00,SES872864,Organic search,3273,
EVT00001872,USR000432,rate_check,web,Web-Desktop,en,2026-04-21 10:29:00,SES871758,Organic search,,
EVT00001873,USR000432,register,web,Web-Desktop,en,2026-04-21 12:34:00,SES307720,Organic search,,
EVT00001874,USR000432,otp_verify,web,Web-Desktop,en,2026-04-21 13:09:00,SES955150,Organic search,,
EVT00001875,USR000432,kyc_pan,web,Web-Desktop,en,2026-04-21 13:23:00,SES321422,Organic search,,USER_ABANDONED
EVT00001876,USR000433,landing,web,Web-Desktop,hi,2025-03-14 08:42:00,SES513733,Organic search,1332,
EVT00001877,USR000433,rate_check,web,Web-Desktop,hi,2025-03-14 11:42:00,SES477108,Organic search,,RATE_NOT_COMPETITIVE
EVT00001878,USR000435,landing,web,Web-Desktop,en,2026-03-06 12:58:00,SES730840,Google Ads,1383,
EVT00001879,USR000435,rate_check,web,Web-Desktop,en,2026-03-06 15:44:00,SES741870,Google Ads,,TIMEOUT
EVT00001880,USR000436,landing,web,Android,ta,2025-08-06 02:35:00,SES898936,Google Ads,2200,
EVT00001881,USR000436,rate_check,web,Android,ta,2025-08-06 04:17:00,SES511547,Google Ads,,
EVT00001882,USR000436,register,web,Android,ta,2025-08-06 06:06:00,SES668326,Google Ads,,
EVT00001883,USR000436,otp_verify,web,Android,ta,2025-08-06 08:42:00,SES699053,Google Ads,,
EVT00001884,USR000436,kyc_pan,web,Android,ta,2025-08-06 09:20:00,SES118602,Google Ads,,USER_ABANDONED
EVT00001885,USR000437,landing,web,Android,ml,2025-01-08 07:22:00,SES246601,Direct,1251,
EVT00001886,USR000437,rate_check,web,Android,ml,2025-01-08 08:32:00,SES891576,Direct,,VKYC_AGENT_BUSY
EVT00001887,USR000441,landing,web,Android,ml,2025-11-23 11:27:00,SES810312,Influencer-IG,2027,USER_ABANDONED
EVT00001888,USR000443,landing,web,iOS,hi,2025-03-31 20:20:00,SES165647,Direct,1377,
EVT00001889,USR000443,rate_check,web,iOS,hi,2025-03-31 22:13:00,SES229935,Direct,,
EVT00001890,USR000443,register,web,iOS,hi,2025-04-01 00:40:00,SES605777,Direct,,
EVT00001891,USR000443,otp_verify,web,iOS,hi,2025-04-01 02:21:00,SES270340,Direct,,
EVT00001892,USR000443,kyc_pan,web,iOS,hi,2025-04-01 04:24:00,SES921731,Direct,,
EVT00001893,USR000443,kyc_address,web,iOS,hi,2025-04-01 07:00:00,SES995020,Direct,,
EVT00001894,USR000443,vkyc_invite,web,iOS,hi,2025-04-01 08:16:00,SES862919,Direct,,VKYC_AGENT_BUSY
EVT00001895,USR000444,landing,web,Web-Desktop,en,2025-11-03 13:56:00,SES163299,Email,2893,
EVT00001896,USR000444,rate_check,web,Web-Desktop,en,2025-11-03 15:07:00,SES715285,Email,,
EVT00001897,USR000444,register,web,Web-Desktop,en,2025-11-03 15:28:00,SES752546,Email,,
EVT00001898,USR000444,otp_verify,web,Web-Desktop,en,2025-11-03 18:27:00,SES775150,Email,,
EVT00001899,USR000444,kyc_pan,web,Web-Desktop,en,2025-11-03 19:49:00,SES196536,Email,,
EVT00001900,USR000444,kyc_address,web,Web-Desktop,en,2025-11-03 21:30:00,SES280040,Email,,
EVT00001901,USR000444,vkyc_invite,web,Web-Desktop,en,2025-11-03 22:41:00,SES467945,Email,,
EVT00001902,USR000444,vkyc_session,web,Web-Desktop,en,2025-11-04 00:30:00,SES431784,Email,,
EVT00001903,USR000444,vkyc_complete,web,Web-Desktop,en,2025-11-04 02:47:00,SES822705,Email,,
EVT00001904,USR000444,bank_link,web,Web-Desktop,en,2025-11-04 04:57:00,SES557048,Email,,
EVT00001905,USR000444,fd_amount_select,web,Web-Desktop,en,2025-11-04 05:52:00,SES563156,Email,,
EVT00001906,USR000444,fd_tenure_select,web,Web-Desktop,en,2025-11-04 08:51:00,SES887244,Email,,
EVT00001907,USR000444,fd_review,web,Web-Desktop,en,2025-11-04 09:16:00,SES808935,Email,,
EVT00001908,USR000444,fd_book_success,web,Web-Desktop,en,2025-11-04 11:15:00,SES228951,Email,,
EVT00001909,USR000445,landing,web,Web-Mobile,hi,2025-01-03 02:58:00,SES787584,Direct,2658,
EVT00001910,USR000445,rate_check,web,Web-Mobile,hi,2025-01-03 05:05:00,SES498127,Direct,,
EVT00001911,USR000445,register,web,Web-Mobile,hi,2025-01-03 07:08:00,SES101091,Direct,,
EVT00001912,USR000445,otp_verify,web,Web-Mobile,hi,2025-01-03 09:14:00,SES767873,Direct,,USER_ABANDONED
EVT00001913,USR000450,landing,web,iOS,en,2025-04-28 08:34:00,SES732294,Organic search,1773,
EVT00001914,USR000450,rate_check,web,iOS,en,2025-04-28 11:09:00,SES356494,Organic search,,
EVT00001915,USR000450,register,web,iOS,en,2025-04-28 13:53:00,SES334715,Organic search,,
EVT00001916,USR000450,otp_verify,web,iOS,en,2025-04-28 16:30:00,SES902999,Organic search,,
EVT00001917,USR000450,kyc_pan,web,iOS,en,2025-04-28 18:40:00,SES305197,Organic search,,
EVT00001918,USR000450,kyc_address,web,iOS,en,2025-04-28 20:55:00,SES567777,Organic search,,
EVT00001919,USR000450,vkyc_invite,web,iOS,en,2025-04-28 23:17:00,SES637257,Organic search,,
EVT00001920,USR000450,vkyc_session,web,iOS,en,2025-04-29 01:00:00,SES647360,Organic search,,
EVT00001921,USR000450,vkyc_complete,web,iOS,en,2025-04-29 03:16:00,SES256921,Organic search,,
EVT00001922,USR000450,bank_link,web,iOS,en,2025-04-29 03:48:00,SES569145,Organic search,,
EVT00001923,USR000450,fd_amount_select,web,iOS,en,2025-04-29 05:40:00,SES664681,Organic search,,
EVT00001924,USR000450,fd_tenure_select,web,iOS,en,2025-04-29 07:17:00,SES465525,Organic search,,
EVT00001925,USR000450,fd_review,web,iOS,en,2025-04-29 07:54:00,SES361593,Organic search,,
EVT00001926,USR000450,fd_book_success,web,iOS,en,2025-04-29 10:00:00,SES947531,Organic search,,
EVT00001927,USR000451,landing,web,Web-Mobile,hi,2025-09-01 10:33:00,SES523493,Email,304,
EVT00001928,USR000451,rate_check,web,Web-Mobile,hi,2025-09-01 11:27:00,SES403369,Email,,DOC_REJECTED
EVT00001929,USR000452,landing,web,Web-Desktop,hi,2026-04-24 10:44:00,SES561758,Influencer-IG,2051,
EVT00001930,USR000452,rate_check,web,Web-Desktop,hi,2026-04-24 12:38:00,SES945715,Influencer-IG,,
EVT00001931,USR000452,register,web,Web-Desktop,hi,2026-04-24 14:24:00,SES564668,Influencer-IG,,
EVT00001932,USR000452,otp_verify,web,Web-Desktop,hi,2026-04-24 15:23:00,SES835289,Influencer-IG,,
EVT00001933,USR000452,kyc_pan,web,Web-Desktop,hi,2026-04-24 15:43:00,SES658654,Influencer-IG,,
EVT00001934,USR000452,kyc_address,web,Web-Desktop,hi,2026-04-24 18:19:00,SES147612,Influencer-IG,,
EVT00001935,USR000452,vkyc_invite,web,Web-Desktop,hi,2026-04-24 20:47:00,SES559116,Influencer-IG,,
EVT00001936,USR000452,vkyc_session,web,Web-Desktop,hi,2026-04-24 22:38:00,SES625732,Influencer-IG,,
EVT00001937,USR000452,vkyc_complete,web,Web-Desktop,hi,2026-04-25 01:05:00,SES696144,Influencer-IG,,
EVT00001938,USR000452,bank_link,web,Web-Desktop,hi,2026-04-25 01:14:00,SES479113,Influencer-IG,,
EVT00001939,USR000452,fd_amount_select,web,Web-Desktop,hi,2026-04-25 03:19:00,SES394261,Influencer-IG,,USER_ABANDONED
EVT00001940,USR000454,landing,web,Android,en,2026-03-19 14:08:00,SES296928,Organic search,1775,
EVT00001941,USR000454,rate_check,web,Android,en,2026-03-19 16:24:00,SES662609,Organic search,,RATE_NOT_COMPETITIVE
EVT00001942,USR000455,landing,web,Web-Mobile,hi,2025-11-17 11:36:00,SES679606,Influencer-IG,2952,
EVT00001943,USR000455,rate_check,web,Web-Mobile,hi,2025-11-17 12:35:00,SES632804,Influencer-IG,,
EVT00001944,USR000455,register,web,Web-Mobile,hi,2025-11-17 15:33:00,SES472149,Influencer-IG,,
EVT00001945,USR000455,otp_verify,web,Web-Mobile,hi,2025-11-17 15:36:00,SES128328,Influencer-IG,,
EVT00001946,USR000455,kyc_pan,web,Web-Mobile,hi,2025-11-17 18:07:00,SES635780,Influencer-IG,,
EVT00001947,USR000455,kyc_address,web,Web-Mobile,hi,2025-11-17 21:03:00,SES834010,Influencer-IG,,
EVT00001948,USR000455,vkyc_invite,web,Web-Mobile,hi,2025-11-18 00:02:00,SES380751,Influencer-IG,,
EVT00001949,USR000455,vkyc_session,web,Web-Mobile,hi,2025-11-18 01:23:00,SES823607,Influencer-IG,,VALIDATION_FAIL
EVT00001950,USR000456,landing,web,iOS,en,2025-07-24 12:38:00,SES130097,Organic search,1451,
EVT00001951,USR000456,rate_check,web,iOS,en,2025-07-24 14:38:00,SES883956,Organic search,,VKYC_AGENT_BUSY
EVT00001952,USR000457,landing,web,Android,te,2025-04-07 15:36:00,SES386488,WhatsApp,1104,
EVT00001953,USR000457,rate_check,web,Android,te,2025-04-07 16:59:00,SES346258,WhatsApp,,
EVT00001954,USR000457,register,web,Android,te,2025-04-07 18:15:00,SES748672,WhatsApp,,
EVT00001955,USR000457,otp_verify,web,Android,te,2025-04-07 18:41:00,SES850586,WhatsApp,,
EVT00001956,USR000457,kyc_pan,web,Android,te,2025-04-07 20:49:00,SES856650,WhatsApp,,
EVT00001957,USR000457,kyc_address,web,Android,te,2025-04-07 23:24:00,SES766902,WhatsApp,,
EVT00001958,USR000457,vkyc_invite,web,Android,te,2025-04-08 00:01:00,SES256760,WhatsApp,,VKYC_AGENT_BUSY
EVT00001959,USR000459,landing,web,Android,gu,2026-04-10 11:30:00,SES483724,Meta Ads,2349,
EVT00001960,USR000459,rate_check,web,Android,gu,2026-04-10 12:59:00,SES695989,Meta Ads,,RATE_NOT_COMPETITIVE
EVT00001961,USR000460,landing,web,Android,en,2025-07-12 16:25:00,SES418460,Google Ads,3223,
EVT00001962,USR000460,rate_check,web,Android,en,2025-07-12 19:03:00,SES424157,Google Ads,,
EVT00001963,USR000461,landing,web,iOS,hi,2026-01-01 01:48:00,SES189542,Referral,2011,
EVT00001964,USR000461,rate_check,web,iOS,hi,2026-01-01 04:22:00,SES308745,Referral,,
EVT00001965,USR000462,landing,web,Android,en,2025-10-29 22:21:00,SES432221,Referral,1957,
EVT00001966,USR000462,rate_check,web,Android,en,2025-10-30 00:52:00,SES143612,Referral,,
EVT00001967,USR000462,register,web,Android,en,2025-10-30 02:22:00,SES873857,Referral,,
EVT00001968,USR000462,otp_verify,web,Android,en,2025-10-30 04:14:00,SES726772,Referral,,
EVT00001969,USR000462,kyc_pan,web,Android,en,2025-10-30 04:31:00,SES113651,Referral,,
EVT00001970,USR000462,kyc_address,web,Android,en,2025-10-30 05:25:00,SES531177,Referral,,
EVT00001971,USR000462,vkyc_invite,web,Android,en,2025-10-30 08:12:00,SES923418,Referral,,USER_ABANDONED
EVT00001972,USR000463,landing,web,Android,en,2026-01-23 15:15:00,SES143029,Direct,3067,
EVT00001973,USR000463,rate_check,web,Android,en,2026-01-23 18:01:00,SES218566,Direct,,DOC_REJECTED
EVT00001974,USR000465,landing,web,Web-Mobile,hi,2026-05-03 18:39:00,SES154722,Influencer-IG,2472,
EVT00001975,USR000465,rate_check,web,Web-Mobile,hi,2026-05-03 19:07:00,SES698690,Influencer-IG,,VKYC_AGENT_BUSY
EVT00001976,USR000468,landing,web,Web-Desktop,hi,2025-05-13 19:53:00,SES916466,Email,3152,
EVT00001977,USR000468,rate_check,web,Web-Desktop,hi,2025-05-13 21:19:00,SES155191,Email,,
EVT00001978,USR000468,register,web,Web-Desktop,hi,2025-05-14 00:00:00,SES493189,Email,,
EVT00001979,USR000468,otp_verify,web,Web-Desktop,hi,2025-05-14 01:51:00,SES976959,Email,,
EVT00001980,USR000468,kyc_pan,web,Web-Desktop,hi,2025-05-14 03:24:00,SES130507,Email,,
EVT00001981,USR000468,kyc_address,web,Web-Desktop,hi,2025-05-14 06:03:00,SES121831,Email,,
EVT00001982,USR000468,vkyc_invite,web,Web-Desktop,hi,2025-05-14 07:36:00,SES775198,Email,,
EVT00001983,USR000468,vkyc_session,web,Web-Desktop,hi,2025-05-14 09:34:00,SES548999,Email,,
EVT00001984,USR000468,vkyc_complete,web,Web-Desktop,hi,2025-05-14 11:52:00,SES702394,Email,,
EVT00001985,USR000468,bank_link,web,Web-Desktop,hi,2025-05-14 13:54:00,SES700764,Email,,
EVT00001986,USR000468,fd_amount_select,web,Web-Desktop,hi,2025-05-14 14:58:00,SES711988,Email,,
EVT00001987,USR000468,fd_tenure_select,web,Web-Desktop,hi,2025-05-14 17:33:00,SES423362,Email,,
EVT00001988,USR000468,fd_review,web,Web-Desktop,hi,2025-05-14 18:31:00,SES584095,Email,,
EVT00001989,USR000468,fd_book_success,web,Web-Desktop,hi,2025-05-14 20:57:00,SES984297,Email,,
EVT00001990,USR000469,landing,web,Android,ta,2026-04-18 01:24:00,SES259809,Organic search,518,
EVT00001991,USR000469,rate_check,web,Android,ta,2026-04-18 03:50:00,SES867481,Organic search,,
EVT00001992,USR000469,register,web,Android,ta,2026-04-18 05:30:00,SES947278,Organic search,,
EVT00001993,USR000469,otp_verify,web,Android,ta,2026-04-18 08:02:00,SES230809,Organic search,,USER_ABANDONED
EVT00001994,USR000470,landing,web,Android,gu,2025-07-11 02:37:00,SES663338,Referral,1176,
EVT00001995,USR000470,rate_check,web,Android,gu,2025-07-11 03:45:00,SES487967,Referral,,
EVT00001996,USR000470,register,web,Android,gu,2025-07-11 04:49:00,SES614608,Referral,,
EVT00001997,USR000470,otp_verify,web,Android,gu,2025-07-11 04:53:00,SES317354,Referral,,
EVT00001998,USR000470,kyc_pan,web,Android,gu,2025-07-11 05:49:00,SES939074,Referral,,
EVT00001999,USR000470,kyc_address,web,Android,gu,2025-07-11 06:36:00,SES639988,Referral,,
EVT00002000,USR000470,vkyc_invite,web,Android,gu,2025-07-11 09:19:00,SES260861,Referral,,
EVT00002001,USR000470,vkyc_session,web,Android,gu,2025-07-11 11:06:00,SES435429,Referral,,
EVT00002002,USR000470,vkyc_complete,web,Android,gu,2025-07-11 13:28:00,SES511761,Referral,,
EVT00002003,USR000470,bank_link,web,Android,gu,2025-07-11 15:45:00,SES135727,Referral,,
EVT00002004,USR000470,fd_amount_select,web,Android,gu,2025-07-11 17:11:00,SES680699,Referral,,USER_ABANDONED
EVT00002005,USR000471,landing,web,Android,ta,2025-02-22 00:23:00,SES703736,Influencer-YT,2873,
EVT00002006,USR000471,rate_check,web,Android,ta,2025-02-22 03:23:00,SES890272,Influencer-YT,,
EVT00002007,USR000474,landing,web,Android,en,2025-07-03 15:29:00,SES802237,WhatsApp,3283,
EVT00002008,USR000474,rate_check,web,Android,en,2025-07-03 15:59:00,SES409290,WhatsApp,,TIMEOUT
EVT00002009,USR000475,landing,web,Android,en,2025-12-02 17:08:00,SES546231,Meta Ads,1955,
EVT00002010,USR000475,rate_check,web,Android,en,2025-12-02 19:47:00,SES469303,Meta Ads,,
EVT00002011,USR000475,register,web,Android,en,2025-12-02 19:59:00,SES276878,Meta Ads,,
EVT00002012,USR000475,otp_verify,web,Android,en,2025-12-02 21:10:00,SES395250,Meta Ads,,
EVT00002013,USR000475,kyc_pan,web,Android,en,2025-12-02 21:44:00,SES344309,Meta Ads,,
EVT00002014,USR000475,kyc_address,web,Android,en,2025-12-03 00:08:00,SES207250,Meta Ads,,
EVT00002015,USR000475,vkyc_invite,web,Android,en,2025-12-03 00:55:00,SES293513,Meta Ads,,
EVT00002016,USR000475,vkyc_session,web,Android,en,2025-12-03 02:04:00,SES635164,Meta Ads,,
EVT00002017,USR000475,vkyc_complete,web,Android,en,2025-12-03 04:42:00,SES777616,Meta Ads,,
EVT00002018,USR000475,bank_link,web,Android,en,2025-12-03 07:28:00,SES511125,Meta Ads,,
EVT00002019,USR000475,fd_amount_select,web,Android,en,2025-12-03 09:07:00,SES267951,Meta Ads,,
EVT00002020,USR000475,fd_tenure_select,web,Android,en,2025-12-03 10:07:00,SES523515,Meta Ads,,
EVT00002021,USR000475,fd_review,web,Android,en,2025-12-03 11:33:00,SES663605,Meta Ads,,
EVT00002022,USR000475,fd_book_success,web,Android,en,2025-12-03 14:22:00,SES492219,Meta Ads,,
EVT00002023,USR000476,landing,web,Android,kn,2025-12-31 13:49:00,SES478292,Influencer-IG,516,
EVT00002024,USR000476,rate_check,web,Android,kn,2025-12-31 14:09:00,SES810469,Influencer-IG,,
EVT00002025,USR000476,register,web,Android,kn,2025-12-31 15:38:00,SES551908,Influencer-IG,,
EVT00002026,USR000476,otp_verify,web,Android,kn,2025-12-31 16:06:00,SES565856,Influencer-IG,,
EVT00002027,USR000476,kyc_pan,web,Android,kn,2025-12-31 16:48:00,SES608713,Influencer-IG,,
EVT00002028,USR000476,kyc_address,web,Android,kn,2025-12-31 18:50:00,SES296775,Influencer-IG,,
EVT00002029,USR000476,vkyc_invite,web,Android,kn,2025-12-31 20:47:00,SES970778,Influencer-IG,,
EVT00002030,USR000476,vkyc_session,web,Android,kn,2025-12-31 21:37:00,SES567260,Influencer-IG,,USER_ABANDONED
EVT00002031,USR000477,landing,web,Web-Desktop,hi,2025-10-17 16:04:00,SES900749,Google Ads,1737,
EVT00002032,USR000477,rate_check,web,Web-Desktop,hi,2025-10-17 19:03:00,SES527101,Google Ads,,
EVT00002033,USR000477,register,web,Web-Desktop,hi,2025-10-17 19:47:00,SES463063,Google Ads,,
EVT00002034,USR000477,otp_verify,web,Web-Desktop,hi,2025-10-17 21:15:00,SES798645,Google Ads,,
EVT00002035,USR000477,kyc_pan,web,Web-Desktop,hi,2025-10-17 22:25:00,SES793662,Google Ads,,
EVT00002036,USR000477,kyc_address,web,Web-Desktop,hi,2025-10-17 23:21:00,SES765415,Google Ads,,
EVT00002037,USR000477,vkyc_invite,web,Web-Desktop,hi,2025-10-18 00:42:00,SES830037,Google Ads,,
EVT00002038,USR000477,vkyc_session,web,Web-Desktop,hi,2025-10-18 02:49:00,SES419199,Google Ads,,TIMEOUT
EVT00002039,USR000479,landing,web,Android,hi,2025-12-21 17:07:00,SES449954,WhatsApp,1462,
EVT00002040,USR000479,rate_check,web,Android,hi,2025-12-21 19:57:00,SES232161,WhatsApp,,VALIDATION_FAIL
EVT00002041,USR000480,landing,web,Web-Mobile,hi,2025-10-14 18:51:00,SES348401,WhatsApp,1454,
EVT00002042,USR000480,rate_check,web,Web-Mobile,hi,2025-10-14 18:53:00,SES169911,WhatsApp,,
EVT00002043,USR000480,register,web,Web-Mobile,hi,2025-10-14 19:16:00,SES803428,WhatsApp,,
EVT00002044,USR000480,otp_verify,web,Web-Mobile,hi,2025-10-14 22:03:00,SES799924,WhatsApp,,
EVT00002045,USR000480,kyc_pan,web,Web-Mobile,hi,2025-10-15 00:39:00,SES223001,WhatsApp,,
EVT00002046,USR000480,kyc_address,web,Web-Mobile,hi,2025-10-15 02:03:00,SES322659,WhatsApp,,
EVT00002047,USR000480,vkyc_invite,web,Web-Mobile,hi,2025-10-15 04:10:00,SES822568,WhatsApp,,
EVT00002048,USR000480,vkyc_session,web,Web-Mobile,hi,2025-10-15 04:56:00,SES121045,WhatsApp,,VALIDATION_FAIL
EVT00002049,USR000482,landing,web,iOS,gu,2025-04-30 11:52:00,SES380105,Meta Ads,473,
EVT00002050,USR000482,rate_check,web,iOS,gu,2025-04-30 14:02:00,SES172140,Meta Ads,,
EVT00002051,USR000483,landing,web,Web-Desktop,en,2026-02-23 21:26:00,SES393364,Email,2565,
EVT00002052,USR000483,rate_check,web,Web-Desktop,en,2026-02-24 00:13:00,SES476587,Email,,
EVT00002053,USR000483,register,web,Web-Desktop,en,2026-02-24 01:02:00,SES668993,Email,,
EVT00002054,USR000483,otp_verify,web,Web-Desktop,en,2026-02-24 01:57:00,SES502297,Email,,
EVT00002055,USR000483,kyc_pan,web,Web-Desktop,en,2026-02-24 03:57:00,SES283332,Email,,
EVT00002056,USR000483,kyc_address,web,Web-Desktop,en,2026-02-24 05:47:00,SES861763,Email,,
EVT00002057,USR000483,vkyc_invite,web,Web-Desktop,en,2026-02-24 08:00:00,SES152023,Email,,
EVT00002058,USR000483,vkyc_session,web,Web-Desktop,en,2026-02-24 09:02:00,SES645742,Email,,
EVT00002059,USR000483,vkyc_complete,web,Web-Desktop,en,2026-02-24 09:20:00,SES501205,Email,,
EVT00002060,USR000483,bank_link,web,Web-Desktop,en,2026-02-24 10:40:00,SES655182,Email,,
EVT00002061,USR000483,fd_amount_select,web,Web-Desktop,en,2026-02-24 12:40:00,SES848178,Email,,
EVT00002062,USR000483,fd_tenure_select,web,Web-Desktop,en,2026-02-24 13:31:00,SES783818,Email,,
EVT00002063,USR000483,fd_review,web,Web-Desktop,en,2026-02-24 16:04:00,SES733488,Email,,USER_ABANDONED
EVT00002064,USR000484,landing,web,Android,en,2025-11-26 19:03:00,SES341981,Organic search,1044,
EVT00002065,USR000484,rate_check,web,Android,en,2025-11-26 19:49:00,SES616927,Organic search,,
EVT00002066,USR000484,register,web,Android,en,2025-11-26 21:26:00,SES350776,Organic search,,
EVT00002067,USR000484,otp_verify,web,Android,en,2025-11-26 22:02:00,SES947009,Organic search,,
EVT00002068,USR000484,kyc_pan,web,Android,en,2025-11-26 22:49:00,SES274407,Organic search,,
EVT00002069,USR000484,kyc_address,web,Android,en,2025-11-27 00:57:00,SES332765,Organic search,,
EVT00002070,USR000484,vkyc_invite,web,Android,en,2025-11-27 03:34:00,SES998741,Organic search,,
EVT00002071,USR000484,vkyc_session,web,Android,en,2025-11-27 04:42:00,SES971522,Organic search,,VKYC_AGENT_BUSY
EVT00002072,USR000486,landing,web,iOS,te,2025-05-14 22:48:00,SES894422,Referral,2870,
EVT00002073,USR000486,rate_check,web,iOS,te,2025-05-14 23:55:00,SES718350,Referral,,DOC_REJECTED
EVT00002074,USR000489,landing,web,Android,hi,2025-10-05 01:40:00,SES840911,Direct,2057,
EVT00002075,USR000489,rate_check,web,Android,hi,2025-10-05 02:46:00,SES111608,Direct,,
EVT00002076,USR000489,register,web,Android,hi,2025-10-05 03:09:00,SES370915,Direct,,
EVT00002077,USR000489,otp_verify,web,Android,hi,2025-10-05 04:12:00,SES220013,Direct,,
EVT00002078,USR000489,kyc_pan,web,Android,hi,2025-10-05 05:52:00,SES405094,Direct,,
EVT00002079,USR000489,kyc_address,web,Android,hi,2025-10-05 06:10:00,SES737545,Direct,,
EVT00002080,USR000489,vkyc_invite,web,Android,hi,2025-10-05 06:33:00,SES835265,Direct,,
EVT00002081,USR000489,vkyc_session,web,Android,hi,2025-10-05 08:07:00,SES540285,Direct,,
EVT00002082,USR000489,vkyc_complete,web,Android,hi,2025-10-05 08:20:00,SES772041,Direct,,
EVT00002083,USR000489,bank_link,web,Android,hi,2025-10-05 09:01:00,SES832048,Direct,,
EVT00002084,USR000489,fd_amount_select,web,Android,hi,2025-10-05 10:15:00,SES966565,Direct,,
EVT00002085,USR000489,fd_tenure_select,web,Android,hi,2025-10-05 10:26:00,SES144195,Direct,,
EVT00002086,USR000489,fd_review,web,Android,hi,2025-10-05 12:45:00,SES889027,Direct,,
EVT00002087,USR000489,fd_book_success,web,Android,hi,2025-10-05 15:34:00,SES292048,Direct,,
EVT00002088,USR000490,landing,web,iOS,en,2025-08-12 22:12:00,SES987096,Meta Ads,3362,
EVT00002089,USR000490,rate_check,web,iOS,en,2025-08-13 01:05:00,SES747943,Meta Ads,,
EVT00002090,USR000490,register,web,iOS,en,2025-08-13 02:57:00,SES311652,Meta Ads,,
EVT00002091,USR000490,otp_verify,web,iOS,en,2025-08-13 04:47:00,SES614277,Meta Ads,,
EVT00002092,USR000490,kyc_pan,web,iOS,en,2025-08-13 06:16:00,SES910000,Meta Ads,,
EVT00002093,USR000490,kyc_address,web,iOS,en,2025-08-13 07:10:00,SES184184,Meta Ads,,
EVT00002094,USR000490,vkyc_invite,web,iOS,en,2025-08-13 07:31:00,SES275795,Meta Ads,,
EVT00002095,USR000491,landing,web,iOS,ta,2025-02-02 06:45:00,SES897089,Meta Ads,3046,
EVT00002096,USR000491,rate_check,web,iOS,ta,2025-02-02 08:52:00,SES473751,Meta Ads,,
EVT00002097,USR000491,register,web,iOS,ta,2025-02-02 11:37:00,SES914775,Meta Ads,,
EVT00002098,USR000491,otp_verify,web,iOS,ta,2025-02-02 12:45:00,SES287227,Meta Ads,,
EVT00002099,USR000491,kyc_pan,web,iOS,ta,2025-02-02 13:59:00,SES872898,Meta Ads,,
EVT00002100,USR000491,kyc_address,web,iOS,ta,2025-02-02 15:25:00,SES402537,Meta Ads,,
EVT00002101,USR000491,vkyc_invite,web,iOS,ta,2025-02-02 16:50:00,SES891174,Meta Ads,,
EVT00002102,USR000491,vkyc_session,web,iOS,ta,2025-02-02 18:04:00,SES691289,Meta Ads,,
EVT00002103,USR000491,vkyc_complete,web,iOS,ta,2025-02-02 20:45:00,SES342291,Meta Ads,,
EVT00002104,USR000491,bank_link,web,iOS,ta,2025-02-02 22:59:00,SES309921,Meta Ads,,
EVT00002105,USR000491,fd_amount_select,web,iOS,ta,2025-02-02 23:32:00,SES479602,Meta Ads,,
EVT00002106,USR000491,fd_tenure_select,web,iOS,ta,2025-02-03 00:46:00,SES325580,Meta Ads,,USER_ABANDONED
EVT00002107,USR000492,landing,web,Android,en,2026-01-19 21:57:00,SES360985,WhatsApp,3274,
EVT00002108,USR000492,rate_check,web,Android,en,2026-01-19 22:14:00,SES469069,WhatsApp,,USER_ABANDONED
EVT00002109,USR000493,landing,web,Web-Desktop,hi,2026-01-07 13:38:00,SES540377,Direct,267,
EVT00002110,USR000493,rate_check,web,Web-Desktop,hi,2026-01-07 15:29:00,SES658442,Direct,,
EVT00002111,USR000493,register,web,Web-Desktop,hi,2026-01-07 18:13:00,SES692523,Direct,,
EVT00002112,USR000493,otp_verify,web,Web-Desktop,hi,2026-01-07 18:52:00,SES885199,Direct,,
EVT00002113,USR000493,kyc_pan,web,Web-Desktop,hi,2026-01-07 19:19:00,SES475325,Direct,,
EVT00002114,USR000493,kyc_address,web,Web-Desktop,hi,2026-01-07 20:42:00,SES535388,Direct,,
EVT00002115,USR000493,vkyc_invite,web,Web-Desktop,hi,2026-01-07 20:47:00,SES672043,Direct,,
