check_id,user_id,ts,amount_searched_inr,tenor_days,best_rate_shown_pa,banks_compared,booked_within_24h,time_on_page_seconds,language,device,city_tier,comparison_competitor
RC329537986,USR000161,2026-02-17 22:41:20,500000,365,7.69,5,True,408,en,Android,T1,self_compared
RC932426196,USR000695,2025-07-30 05:32:26,1000000,730,8.54,2,False,327,bn,Android,T3,stable_money
RC447210396,USR000695,2025-09-19 23:47:34,500000,730,7.61,3,False,173,bn,Android,T3,wint
RC615307077,USR000206,2025-08-27 07:11:57,100000,180,7.02,6,False,208,en,Android,T3,wint
RC861683677,USR000206,2025-12-27 20:03:02,500000,365,6.89,2,False,366,en,Android,T3,stable_money
RC676285113,USR000206,2026-02-28 11:57:55,100000,180,7.61,4,False,166,en,Android,T3,none
RC144799819,USR000206,2026-01-18 16:33:33,100000,730,7.5,4,False,42,en,Android,T3,wint
RC555180178,USR000501,2025-12-31 15:30:22,250000,180,7.29,7,False,219,hi,Android,T2,wint
RC821519058,USR000918,2025-11-09 21:03:55,100000,365,7.86,3,False,340,kn,Android,T2,wint
RC284089168,USR000047,2026-01-27 21:01:32,1000000,180,6.75,8,False,80,mr,Android,T3,jar.app
RC872994887,USR000047,2025-06-02 18:29:17,1000000,365,7.98,7,True,381,mr,Android,T3,stable_money
RC165333822,USR000047,2026-03-21 03:39:02,50000,180,6.59,4,False,234,mr,Android,T3,jar.app
RC881859920,USR000047,2026-01-25 16:27:00,250000,180,6.94,3,False,77,mr,Android,T3,fixed.com
RC336776997,USR000052,2025-07-21 05:41:33,1000000,365,8.21,6,False,91,en,iOS,T2,fixed.com
RC600645875,USR000052,2026-03-16 23:23:26,250000,365,7.63,8,False,417,en,iOS,T2,stable_money
RC604435083,USR000052,2026-01-15 11:43:25,250000,1825,7.39,8,False,227,en,iOS,T2,jar.app
RC393053671,USR000052,2025-12-30 17:53:24,25000,90,6.6,4,False,365,en,iOS,T2,stable_money
RC836652302,USR000071,2025-08-21 21:25:26,10000,90,8.6,3,False,265,en,Android,T2,none
RC859322342,USR000071,2025-08-31 15:08:20,10000,1825,7.38,3,False,51,en,Android,T2,jar.app
RC337633685,USR000071,2025-08-17 17:45:24,25000,90,7.0,4,False,388,en,Android,T2,fixed.com
RC351205946,USR000071,2026-03-16 16:21:39,500000,180,7.92,8,False,146,en,Android,T2,stable_money
RC309579842,USR000071,2025-06-20 09:31:59,10000,1825,7.06,5,False,71,en,Android,T2,jar.app
RC513697078,USR000130,2025-09-05 00:32:27,1000000,1825,8.45,6,True,190,hi,Android,T3,none
RC922269240,USR000130,2025-06-20 15:01:54,500000,730,7.02,3,False,75,hi,Android,T3,fixed.com
RC656810817,USR000130,2025-07-28 21:42:48,10000,730,6.6,2,False,104,hi,Android,T3,fixed.com
RC935303490,USR000130,2026-01-14 08:12:12,500000,90,8.1,7,False,49,hi,Android,T3,self_compared
RC739328183,USR000130,2026-01-20 22:30:36,1000000,90,7.5,2,False,123,hi,Android,T3,self_compared
RC278860921,USR000130,2025-12-21 17:17:41,10000,180,7.2,4,False,339,hi,Android,T3,wint
RC265434337,USR000656,2026-01-27 18:39:48,50000,730,6.84,8,False,202,mr,Web-Desktop,T2,fixed.com
RC579038286,USR000656,2026-01-24 22:09:53,50000,90,7.35,7,False,192,mr,Web-Desktop,T2,fixed.com
RC443356488,USR000406,2025-08-12 14:57:38,500000,1825,7.4,8,False,291,en,Android,T1,fixed.com
RC588573610,USR000406,2025-07-05 13:19:04,50000,90,8.4,6,False,67,en,Android,T1,wint
RC972903006,USR000406,2026-01-10 01:13:29,25000,1825,8.27,4,False,18,en,Android,T1,wint
RC905714517,USR000406,2025-11-01 01:43:35,50000,180,7.85,8,False,11,en,Android,T1,none
RC924445439,USR000406,2026-02-03 10:12:47,25000,730,7.66,8,False,166,en,Android,T1,fixed.com
RC338151409,USR000406,2025-11-20 21:43:35,1000000,365,7.86,4,True,86,en,Android,T1,wint
RC890756894,USR000628,2025-11-04 05:23:47,25000,1825,7.24,7,False,229,bn,Web-Mobile,T3,none
RC663037928,USR000628,2025-08-19 23:52:02,250000,365,7.51,8,False,66,bn,Web-Mobile,T3,none
RC126837904,USR000628,2025-11-18 12:27:51,50000,1825,7.25,7,True,266,bn,Web-Mobile,T3,fixed.com
RC604324105,USR000628,2025-08-05 17:04:07,250000,90,7.62,6,False,31,bn,Web-Mobile,T3,none
RC693831407,USR000628,2025-09-10 08:13:05,250000,180,6.64,4,True,404,bn,Web-Mobile,T3,fixed.com
RC128900794,USR000857,2026-03-05 03:29:37,25000,1825,8.5,6,True,138,hi,Android,T3,stable_money
RC765407820,USR000857,2025-07-27 10:53:24,25000,180,7.33,5,False,44,hi,Android,T3,fixed.com
RC872812197,USR000857,2025-08-12 01:05:07,25000,90,6.86,7,False,375,hi,Android,T3,fixed.com
RC278711519,USR000745,2026-02-15 14:45:05,1000000,365,7.71,7,False,296,en,iOS,T2,none
RC865555335,USR000745,2025-09-11 15:11:22,1000000,1825,8.59,4,False,188,en,iOS,T2,wint
RC749794587,USR000745,2025-09-28 03:35:00,1000000,730,7.41,7,True,406,en,iOS,T2,fixed.com
RC370589826,USR000745,2025-08-20 18:41:40,10000,365,8.07,8,False,397,en,iOS,T2,self_compared
RC690238068,USR000745,2026-01-25 21:57:19,100000,180,7.2,2,False,133,en,iOS,T2,fixed.com
RC816566629,USR000590,2025-10-02 10:02:58,1000000,1825,6.88,4,False,357,kn,iOS,T2,self_compared
RC396691148,USR000590,2025-11-30 06:24:13,25000,90,7.28,8,False,193,kn,iOS,T2,none
RC597535288,USR000590,2025-10-10 18:26:28,500000,180,7.99,7,False,371,kn,iOS,T2,fixed.com
RC516655695,USR000637,2026-03-01 06:37:12,50000,1825,8.28,7,True,403,kn,iOS,T1,stable_money
RC883048971,USR000637,2025-07-31 22:30:34,10000,365,7.25,5,False,322,kn,iOS,T1,wint
RC213181956,USR000637,2025-11-20 19:20:32,10000,365,7.19,3,False,347,kn,iOS,T1,wint
RC581291019,USR000481,2025-12-06 13:04:42,250000,365,6.89,2,False,233,hi,Web-Desktop,T1,self_compared
RC911860302,USR000203,2025-06-27 22:15:44,250000,1825,7.81,5,False,393,mr,Android,T3,wint
RC230427980,USR000203,2025-10-14 00:42:09,500000,730,6.92,8,False,380,mr,Android,T3,self_compared
RC569953270,USR000203,2026-03-13 09:38:22,100000,730,7.37,7,False,360,mr,Android,T3,fixed.com
RC615756958,USR000203,2025-12-05 20:55:33,500000,730,7.97,4,False,14,mr,Android,T3,fixed.com
RC961867187,USR000203,2026-02-25 08:07:45,1000000,730,7.02,4,False,262,mr,Android,T3,none
RC170245378,USR000203,2025-10-23 06:19:03,500000,730,7.61,8,True,339,mr,Android,T3,wint
RC131329131,USR000793,2025-11-24 16:08:59,500000,730,7.78,4,False,80,hi,Android,T2,fixed.com
RC869145350,USR000793,2025-12-19 21:17:49,500000,1825,6.54,4,False,213,hi,Android,T2,fixed.com
RC987110337,USR000995,2026-03-07 03:44:04,10000,180,6.83,5,False,395,te,Android,T2,self_compared
RC725955667,USR000995,2026-01-24 07:15:29,10000,180,7.78,3,False,259,te,Android,T2,none
RC551706699,USR000845,2025-08-14 11:19:09,250000,90,6.97,3,True,292,hi,Android,T3,stable_money
RC646669961,USR000845,2025-08-27 05:19:45,50000,180,6.91,7,False,146,hi,Android,T3,fixed.com
RC589214162,USR000429,2025-12-09 12:13:29,25000,730,7.89,2,False,30,hi,Android,T1,self_compared
RC319390587,USR000429,2026-02-07 12:44:25,10000,1825,7.74,8,True,173,hi,Android,T1,wint
RC407178521,USR000108,2025-11-30 03:19:12,10000,180,6.72,3,True,257,te,Web-Desktop,T1,self_compared
RC520380058,USR000108,2025-12-07 19:57:07,100000,1825,7.88,8,False,414,te,Web-Desktop,T1,jar.app
RC848478633,USR000159,2025-07-20 12:06:07,50000,730,7.44,8,False,259,en,Android,T2,jar.app
RC540302926,USR000159,2026-01-24 23:48:58,1000000,365,8.47,8,False,132,en,Android,T2,self_compared
RC191750649,USR000159,2025-08-12 12:31:08,500000,730,7.01,5,False,120,en,Android,T2,self_compared
RC286106228,USR000159,2025-06-16 07:54:29,25000,1825,6.93,4,False,343,en,Android,T2,self_compared
RC352938393,USR000159,2026-01-15 06:34:48,250000,365,7.53,7,False,299,en,Android,T2,self_compared
RC408323292,USR000159,2025-10-01 19:31:51,1000000,730,7.38,2,False,39,en,Android,T2,jar.app
RC776764249,USR000882,2026-02-09 23:55:34,10000,90,6.68,6,False,209,en,Android,T3,self_compared
RC957718507,USR000882,2025-11-30 12:18:05,50000,365,8.57,5,False,256,en,Android,T3,self_compared
RC324858273,USR000123,2025-12-22 22:32:47,10000,90,7.1,5,False,181,hi,Android,T2,self_compared
RC875110242,USR000123,2025-09-17 07:19:41,1000000,365,8.17,5,False,348,hi,Android,T2,jar.app
RC691450825,USR000123,2025-10-10 13:30:50,500000,365,7.85,2,False,177,hi,Android,T2,none
RC702193544,USR000123,2025-07-10 10:02:28,250000,365,7.47,7,False,415,hi,Android,T2,self_compared
RC237434720,USR000123,2025-11-26 00:43:01,1000000,730,7.17,5,False,183,hi,Android,T2,wint
RC938682785,USR000321,2026-01-27 01:09:19,50000,365,6.5,2,False,365,en,Web-Desktop,T2,fixed.com
RC644856299,USR000321,2025-07-03 07:02:11,50000,365,8.55,4,True,31,en,Web-Desktop,T2,self_compared
RC641473810,USR000959,2026-03-12 03:30:01,500000,90,6.84,2,False,62,hi,Android,T1,wint
RC502270055,USR000959,2025-07-21 23:35:24,50000,1825,6.67,2,False,320,hi,Android,T1,wint
RC903389641,USR000692,2025-10-27 15:48:04,10000,180,7.61,2,False,290,te,Android,T3,none
RC754681650,USR000941,2026-02-04 21:53:46,25000,365,8.54,2,False,125,gu,Web-Desktop,T2,wint
RC288603675,USR000941,2026-02-20 06:30:36,250000,365,7.81,4,True,257,gu,Web-Desktop,T2,self_compared
RC735650089,USR000941,2025-10-03 02:28:43,250000,365,6.88,3,False,141,gu,Web-Desktop,T2,fixed.com
RC229901428,USR000075,2025-12-20 03:44:24,250000,730,7.22,3,False,318,hi,Android,T1,self_compared
RC715572919,USR000075,2025-07-30 05:03:47,1000000,365,7.93,7,False,390,hi,Android,T1,none
RC420334633,USR000075,2026-02-10 16:17:34,1000000,1825,6.65,8,False,347,hi,Android,T1,self_compared
RC271604071,USR000818,2025-09-21 12:39:18,250000,365,7.64,2,False,138,hi,Web-Mobile,T3,fixed.com
RC995466167,USR000818,2025-07-13 16:02:47,10000,180,7.92,7,False,97,hi,Web-Mobile,T3,none
RC429586642,USR000818,2026-01-12 08:27:34,100000,180,8.22,2,True,32,hi,Web-Mobile,T3,jar.app
RC781698996,USR000388,2025-12-14 05:31:12,50000,90,8.28,5,False,324,en,Android,T2,stable_money
RC442050277,USR000388,2025-08-15 13:51:44,100000,730,6.54,7,True,319,en,Android,T2,none
RC408804519,USR000388,2025-12-26 01:45:32,10000,90,7.25,2,False,182,en,Android,T2,jar.app
RC764648615,USR000388,2025-06-21 18:45:19,50000,1825,6.67,7,False,206,en,Android,T2,fixed.com
RC755354533,USR000388,2025-09-26 05:27:02,10000,90,8.07,4,False,292,en,Android,T2,jar.app
RC834693148,USR000388,2025-09-05 06:00:01,25000,365,7.11,8,False,273,en,Android,T2,fixed.com
RC791259632,USR000165,2025-06-29 00:15:37,500000,365,7.16,4,False,310,ta,Android,T1,wint
RC848773173,USR000165,2026-02-20 15:45:41,100000,730,6.62,8,False,410,ta,Android,T1,fixed.com
RC971204957,USR000977,2025-07-12 06:39:47,100000,365,6.96,7,False,179,ta,Android,T1,wint
RC148074780,USR000977,2026-03-03 22:53:31,25000,180,7.24,3,False,15,ta,Android,T1,fixed.com
RC743973037,USR000878,2025-07-28 11:06:28,1000000,1825,8.34,6,False,187,hi,Web-Desktop,T1,fixed.com
RC267419039,USR000878,2025-08-22 08:50:12,500000,1825,8.14,5,False,106,hi,Web-Desktop,T1,fixed.com
RC904581653,USR000878,2025-06-25 00:05:44,25000,1825,6.95,3,False,363,hi,Web-Desktop,T1,none
RC690385330,USR000878,2026-01-16 05:07:44,250000,180,6.94,7,False,305,hi,Web-Desktop,T1,jar.app
RC717496503,USR000878,2025-07-19 05:30:41,10000,180,8.02,8,True,226,hi,Web-Desktop,T1,fixed.com
RC384820459,USR000733,2025-11-21 01:25:58,100000,90,6.6,3,False,209,hi,Android,T1,wint
RC459291001,USR000733,2025-10-14 08:26:32,250000,1825,6.82,3,False,72,hi,Android,T1,wint
RC363566546,USR000026,2025-06-24 19:31:37,100000,90,7.42,4,False,120,hi,Android,T2,fixed.com
RC330960263,USR000026,2025-11-10 17:29:45,1000000,365,7.84,5,False,288,hi,Android,T2,stable_money
RC304508128,USR000026,2025-12-23 14:00:20,500000,730,7.92,4,True,215,hi,Android,T2,self_compared
RC410227906,USR000026,2026-01-20 18:17:39,10000,365,7.61,8,True,414,hi,Android,T2,self_compared
RC724450054,USR000026,2025-12-15 12:02:10,25000,1825,7.36,4,False,37,hi,Android,T2,none
RC525347356,USR000523,2026-02-27 05:05:17,50000,730,6.68,4,False,136,en,Web-Mobile,T3,self_compared
RC969251777,USR000523,2025-06-25 11:42:17,10000,1825,8.25,2,False,247,en,Web-Mobile,T3,wint
RC806354622,USR000523,2025-10-01 11:20:34,10000,90,6.52,8,False,14,en,Web-Mobile,T3,wint
RC450583537,USR000523,2026-01-10 09:26:42,25000,1825,7.1,8,False,142,en,Web-Mobile,T3,none
RC882866084,USR000523,2026-03-17 13:42:37,500000,180,8.34,5,False,305,en,Web-Mobile,T3,wint
RC728871280,USR000155,2026-02-04 13:29:12,50000,730,6.98,8,False,70,en,Web-Desktop,T2,wint
RC915289552,USR000155,2025-10-07 03:14:48,10000,180,7.19,3,False,258,en,Web-Desktop,T2,stable_money
RC495385326,USR000155,2025-11-05 10:41:45,100000,90,7.36,8,False,68,en,Web-Desktop,T2,fixed.com
RC294443694,USR000155,2025-11-19 20:04:47,100000,180,6.69,6,False,270,en,Web-Desktop,T2,none
RC657801637,USR000397,2025-08-25 17:16:07,500000,1825,7.45,6,False,126,bn,Web-Mobile,T2,jar.app
RC437284420,USR000397,2025-10-15 07:40:06,500000,730,7.01,4,False,38,bn,Web-Mobile,T2,none
RC136611492,USR000397,2025-08-09 23:35:35,100000,1825,6.79,2,False,47,bn,Web-Mobile,T2,stable_money
RC519573728,USR000397,2026-02-20 20:41:24,10000,180,7.43,6,False,210,bn,Web-Mobile,T2,stable_money
RC275187326,USR000397,2025-12-21 21:15:06,100000,180,8.52,2,False,369,bn,Web-Mobile,T2,none
RC526518796,USR000604,2025-08-02 23:57:03,1000000,730,7.1,2,False,214,en,Android,T2,wint
RC384800359,USR000604,2025-11-28 18:44:07,500000,365,7.56,2,False,371,en,Android,T2,stable_money
RC911165602,USR000604,2025-08-12 10:58:00,10000,180,7.18,6,False,184,en,Android,T2,wint
RC198786635,USR000604,2025-10-23 01:39:16,500000,1825,7.49,5,False,355,en,Android,T2,fixed.com
RC506307741,USR000998,2025-08-06 12:39:44,500000,730,7.41,3,False,386,hi,Android,T3,none
RC393713564,USR000998,2025-06-25 18:39:17,10000,730,7.56,5,False,55,hi,Android,T3,jar.app
RC873253386,USR000998,2025-11-12 11:40:54,100000,1825,7.53,7,False,385,hi,Android,T3,none
RC683642470,USR000998,2026-03-22 08:44:31,100000,365,7.89,2,True,84,hi,Android,T3,self_compared
RC437449441,USR000998,2025-10-22 17:55:15,100000,365,7.13,6,False,397,hi,Android,T3,stable_money
RC938263049,USR000998,2026-02-21 22:28:46,500000,180,7.79,6,False,177,hi,Android,T3,fixed.com
RC945908268,USR000574,2025-12-02 18:25:27,50000,365,7.31,8,False,169,en,iOS,T3,none
RC581143824,USR000574,2025-09-16 04:02:23,1000000,90,7.65,8,True,265,en,iOS,T3,stable_money
RC432839493,USR000574,2026-02-14 21:47:11,250000,90,7.03,2,False,129,en,iOS,T3,fixed.com
RC232383829,USR000574,2025-06-07 00:27:38,50000,90,7.88,2,False,329,en,iOS,T3,wint
RC466818058,USR000574,2026-03-20 07:51:16,100000,730,8.33,6,False,64,en,iOS,T3,self_compared
RC728498117,USR000574,2025-06-29 21:39:23,100000,90,8.29,6,False,272,en,iOS,T3,fixed.com
RC914002895,USR000453,2026-02-21 11:22:33,250000,1825,7.49,4,False,71,en,iOS,T1,stable_money
RC598325487,USR000453,2025-08-14 17:53:28,250000,730,7.39,3,False,271,en,iOS,T1,fixed.com
RC915442339,USR000453,2025-12-03 18:18:31,10000,365,6.71,2,False,176,en,iOS,T1,none
RC578099015,USR000665,2025-06-05 00:10:23,25000,180,7.3,8,False,133,ta,Android,T2,wint
RC641067226,USR000665,2025-07-04 13:19:35,100000,180,7.52,2,False,189,ta,Android,T2,jar.app
RC449271294,USR000204,2025-07-01 07:40:36,250000,180,6.66,2,False,54,en,Web-Mobile,T2,self_compared
RC473833103,USR000204,2025-08-18 16:04:36,50000,365,7.05,4,False,104,en,Web-Mobile,T2,none
RC869657939,USR000204,2026-02-23 03:51:28,250000,730,6.74,3,False,279,en,Web-Mobile,T2,self_compared
RC723696134,USR000204,2025-07-03 04:42:11,500000,180,7.04,3,False,234,en,Web-Mobile,T2,wint
RC911094993,USR000324,2025-12-07 05:20:23,50000,1825,6.84,6,False,411,te,Android,T2,stable_money
RC304398759,USR000324,2026-01-01 19:02:32,500000,90,7.52,4,False,106,te,Android,T2,stable_money
RC686389240,USR000324,2025-10-09 01:43:18,250000,1825,7.44,8,False,385,te,Android,T2,fixed.com
RC770220392,USR000324,2025-07-30 09:03:32,10000,90,8.16,4,False,283,te,Android,T2,fixed.com
RC283722297,USR000324,2026-02-03 16:07:18,500000,365,6.52,8,False,378,te,Android,T2,stable_money
RC111538351,USR000106,2026-01-27 01:48:01,1000000,90,8.49,2,False,394,bn,Web-Mobile,T2,fixed.com
RC201825621,USR000106,2025-10-15 21:50:53,100000,90,7.38,4,False,157,bn,Web-Mobile,T2,stable_money
RC762974747,USR000106,2025-11-08 12:13:53,100000,365,8.6,5,False,146,bn,Web-Mobile,T2,self_compared
RC838262150,USR000106,2026-01-07 23:03:04,250000,1825,8.36,6,False,362,bn,Web-Mobile,T2,none
RC680846059,USR000298,2025-08-03 01:17:52,100000,1825,6.68,4,False,144,en,iOS,T2,none
RC607955326,USR000298,2026-02-27 06:50:34,50000,1825,8.02,4,False,407,en,iOS,T2,jar.app
RC573179240,USR000298,2026-02-04 00:22:39,500000,365,7.35,8,False,23,en,iOS,T2,fixed.com
RC758540196,USR000298,2026-01-23 07:24:22,100000,1825,8.59,5,False,128,en,iOS,T2,wint
RC804742949,USR000386,2025-10-04 04:48:36,50000,90,7.63,6,False,411,ta,Android,T2,self_compared
RC238270155,USR000386,2025-07-08 11:38:51,250000,90,6.84,5,False,393,ta,Android,T2,none
RC211929830,USR000386,2025-08-01 18:59:29,10000,1825,7.69,2,False,275,ta,Android,T2,jar.app
RC233756225,USR000386,2025-09-20 11:15:46,25000,90,7.42,7,True,255,ta,Android,T2,jar.app
RC964019509,USR000018,2025-09-12 23:13:48,250000,90,7.58,2,False,384,ml,Web-Desktop,T1,jar.app
RC333799029,USR000018,2026-01-26 07:25:22,1000000,1825,7.39,4,False,355,ml,Web-Desktop,T1,none
RC139286675,USR000873,2025-11-26 06:42:23,10000,90,6.53,3,False,254,en,iOS,T2,fixed.com
RC302036447,USR000873,2026-01-09 05:12:08,50000,90,8.37,6,False,134,en,iOS,T2,wint
RC979871517,USR000891,2025-09-18 06:11:20,100000,365,8.32,2,False,279,hi,Android,T2,jar.app
RC998735891,USR000891,2025-10-01 21:34:39,500000,730,7.0,7,False,224,hi,Android,T2,fixed.com
RC798599367,USR000891,2025-11-15 08:59:35,25000,90,7.24,6,False,61,hi,Android,T2,stable_money
RC353070946,USR000891,2025-07-25 16:16:25,50000,180,7.75,4,False,151,hi,Android,T2,wint
RC784395642,USR000891,2025-10-28 05:16:42,50000,1825,8.47,6,False,92,hi,Android,T2,jar.app
RC288433061,USR000647,2026-02-12 05:59:28,10000,730,7.3,8,True,308,mr,iOS,T3,none
RC710227899,USR000647,2025-10-06 21:53:13,1000000,90,7.34,3,False,77,mr,iOS,T3,fixed.com
RC101242092,USR000647,2025-07-05 05:06:07,25000,365,7.64,6,False,108,mr,iOS,T3,wint
RC808204229,USR000647,2026-02-14 04:23:03,250000,90,7.38,4,False,304,mr,iOS,T3,self_compared
RC150533556,USR000647,2025-11-25 16:44:01,10000,90,7.11,8,False,196,mr,iOS,T3,self_compared
RC761356483,USR000095,2026-03-01 21:25:07,25000,365,7.33,5,False,105,ml,Android,T2,fixed.com
RC750831340,USR000095,2026-03-24 01:33:22,1000000,90,8.03,2,False,193,ml,Android,T2,stable_money
RC661697604,USR000095,2025-10-19 20:53:20,500000,90,8.53,3,False,283,ml,Android,T2,jar.app
RC927093726,USR000251,2025-09-06 14:06:35,100000,90,7.28,7,False,223,en,Android,T2,stable_money
RC596697550,USR000251,2026-02-28 18:50:52,25000,1825,6.7,4,True,207,en,Android,T2,stable_money
RC470778389,USR000200,2025-07-01 13:15:09,25000,730,8.08,7,False,402,te,Web-Desktop,T2,jar.app
RC890868257,USR000200,2025-06-01 22:07:59,1000000,180,7.17,7,True,126,te,Web-Desktop,T2,jar.app
RC566133826,USR000200,2025-12-28 21:32:20,1000000,365,7.45,8,False,45,te,Web-Desktop,T2,wint
RC601458202,USR000200,2025-11-04 11:13:47,25000,365,8.33,2,False,397,te,Web-Desktop,T2,self_compared
RC651398396,USR000200,2025-11-06 07:30:54,10000,1825,8.34,7,False,301,te,Web-Desktop,T2,wint
RC209330032,USR000200,2025-08-05 18:34:34,50000,365,8.01,8,False,141,te,Web-Desktop,T2,fixed.com
RC534267785,USR000380,2026-02-04 21:46:52,50000,90,7.22,2,False,329,mr,iOS,T1,jar.app
RC830077913,USR000380,2026-01-08 01:59:54,1000000,1825,7.03,5,False,420,mr,iOS,T1,wint
RC508108661,USR000380,2025-12-07 06:35:29,1000000,90,8.38,7,False,81,mr,iOS,T1,jar.app
RC778609683,USR000380,2025-12-20 15:12:00,500000,90,7.18,6,False,381,mr,iOS,T1,fixed.com
RC858335307,USR000825,2026-03-25 23:26:13,25000,180,7.21,2,False,32,en,Android,T1,stable_money
RC611967043,USR000825,2025-11-11 09:37:30,1000000,1825,7.21,4,False,409,en,Android,T1,self_compared
RC599481730,USR000825,2026-01-15 17:56:31,10000,90,7.04,2,False,238,en,Android,T1,self_compared
RC141614938,USR000648,2026-01-24 08:28:56,1000000,1825,6.89,5,False,364,en,Android,T3,stable_money
RC230452896,USR000648,2025-08-02 06:16:51,500000,1825,6.54,6,False,253,en,Android,T3,fixed.com
RC980916543,USR000648,2026-02-10 10:54:37,10000,730,7.82,5,False,87,en,Android,T3,jar.app
RC446530760,USR000648,2025-07-04 17:54:49,500000,1825,7.67,3,True,108,en,Android,T3,wint
RC459116024,USR000648,2025-09-09 01:36:06,25000,730,7.24,6,False,390,en,Android,T3,self_compared
RC828349556,USR000648,2026-03-25 07:34:45,1000000,365,7.13,6,False,43,en,Android,T3,stable_money
RC225301277,USR000114,2025-11-01 09:28:39,1000000,365,6.64,3,False,90,kn,Android,T3,stable_money
RC411695416,USR000087,2026-01-27 12:51:42,25000,180,7.02,8,False,251,ta,Web-Desktop,T3,wint
RC951190160,USR000087,2026-02-09 23:10:51,500000,365,7.09,6,False,206,ta,Web-Desktop,T3,stable_money
RC137464292,USR000883,2025-06-03 11:49:48,10000,180,8.25,5,False,367,hi,iOS,T2,self_compared
RC735872537,USR000883,2025-07-07 16:33:59,100000,730,7.02,7,False,236,hi,iOS,T2,jar.app
RC621562566,USR000883,2026-01-29 08:54:39,50000,180,8.39,8,False,53,hi,iOS,T2,none
RC191635632,USR000883,2025-10-25 16:10:39,250000,1825,7.95,6,False,51,hi,iOS,T2,fixed.com
RC994653798,USR000725,2025-06-11 05:36:42,10000,730,7.66,8,False,107,bn,Web-Desktop,T2,self_compared
RC681452409,USR000725,2025-07-22 16:10:26,1000000,730,8.57,5,False,98,bn,Web-Desktop,T2,self_compared
RC455840945,USR000725,2025-06-30 00:55:43,1000000,90,7.08,7,False,362,bn,Web-Desktop,T2,stable_money
RC229533844,USR000725,2025-08-06 07:52:28,500000,365,6.8,7,False,217,bn,Web-Desktop,T2,none
RC851301111,USR000725,2025-07-11 10:33:15,1000000,365,7.9,5,False,330,bn,Web-Desktop,T2,jar.app
RC278476905,USR000653,2026-02-15 19:26:09,10000,180,7.09,7,False,255,en,Android,T1,none
RC751379021,USR000653,2025-09-10 11:28:57,10000,365,7.27,5,False,228,en,Android,T1,fixed.com
RC550722960,USR000653,2025-06-12 21:50:58,250000,180,8.58,8,False,239,en,Android,T1,fixed.com
RC984117573,USR000653,2025-11-24 04:47:08,1000000,1825,6.52,2,True,299,en,Android,T1,fixed.com
RC148300603,USR000653,2025-12-20 20:49:22,50000,1825,7.98,7,False,79,en,Android,T1,wint
RC829648491,USR000196,2025-11-07 04:52:11,100000,730,8.17,6,False,111,hi,Web-Mobile,T3,wint
RC267914658,USR000196,2025-12-12 14:58:14,10000,730,8.2,6,False,271,hi,Web-Mobile,T3,stable_money
RC931764446,USR000196,2025-07-19 20:23:54,10000,730,6.65,8,False,285,hi,Web-Mobile,T3,jar.app
RC516773323,USR000395,2025-07-03 15:09:10,25000,730,7.15,7,False,143,hi,Android,T1,self_compared
RC132232052,USR000395,2025-06-04 09:38:21,100000,1825,8.3,3,False,359,hi,Android,T1,none
RC616250656,USR000395,2025-09-22 01:52:05,25000,730,7.92,8,False,206,hi,Android,T1,fixed.com
RC472139020,USR000065,2025-10-01 01:31:16,25000,730,6.62,6,False,402,hi,Android,T1,jar.app
RC233226644,USR000065,2026-01-30 01:58:31,25000,365,8.28,7,False,87,hi,Android,T1,stable_money
RC992727567,USR000065,2026-01-29 12:39:18,25000,180,7.64,3,False,55,hi,Android,T1,stable_money
RC176151389,USR000065,2025-11-01 01:52:57,250000,730,7.55,2,False,35,hi,Android,T1,jar.app
RC136780293,USR000065,2026-02-16 04:46:36,250000,180,7.74,4,False,167,hi,Android,T1,stable_money
RC695541673,USR000065,2026-01-26 07:45:29,10000,180,7.5,7,False,325,hi,Android,T1,jar.app
RC159346732,USR000621,2025-12-11 14:37:19,50000,180,6.69,6,False,378,hi,Android,T2,stable_money
RC804712567,USR000621,2026-02-28 02:55:33,100000,1825,8.16,4,False,374,hi,Android,T2,none
RC234924104,USR000621,2025-07-21 13:17:29,500000,365,8.24,5,False,91,hi,Android,T2,wint
RC250830129,USR000621,2026-02-09 05:22:33,25000,90,6.76,5,False,115,hi,Android,T2,none
RC660577132,USR000621,2025-12-18 03:59:24,100000,730,6.89,3,False,108,hi,Android,T2,stable_money
RC523409416,USR000963,2025-07-07 01:02:39,250000,1825,6.58,8,False,258,ml,Android,T3,fixed.com
RC938151994,USR000963,2025-11-05 08:52:35,250000,1825,6.66,3,False,261,ml,Android,T3,wint
RC117608942,USR000963,2026-01-28 17:21:53,100000,730,7.81,5,False,365,ml,Android,T3,self_compared
RC885801484,USR000963,2026-01-31 23:35:54,25000,90,7.75,6,False,349,ml,Android,T3,none
RC837730774,USR000963,2025-11-29 19:41:23,500000,90,7.26,6,False,17,ml,Android,T3,fixed.com
RC116478612,USR000219,2025-10-04 23:18:57,250000,1825,6.7,8,False,110,mr,Android,T1,fixed.com
RC154156996,USR000219,2025-11-07 23:06:58,500000,730,7.78,5,False,338,mr,Android,T1,jar.app
RC471223497,USR000219,2025-07-01 13:01:24,1000000,365,7.64,5,False,403,mr,Android,T1,jar.app
RC858801099,USR000606,2025-11-28 03:53:50,100000,730,7.15,4,False,188,bn,Web-Desktop,T2,none
