pg_txn_id,order_id,ts,user_id,gateway,method,amount_inr,status,failure_code,merchant_category,card_network,is_recurring,mandate_id
PG79486548962144,ORD37506828474,2025-09-30 05:30:29,USR000010,PayU,DC,47162.67,FAILED,FRAUD_FLAG,utility,VISA,False,
PG57046663766274,ORD99416371544,2025-01-25 15:54:29,USR000010,HDFC-PG,UPI,62123.57,CAPTURED,,investment,,False,
PG31243276463405,ORD92940685206,2025-10-14 13:16:04,USR000010,PayU,CC,22572.23,CAPTURED,,utility,AMEX,False,
PG43893628390674,ORD64484322017,2025-03-07 09:22:45,USR000010,Paytm-PG,UPI,53726.92,CAPTURED,,recharge,,False,
PG45224110577615,ORD64685174599,2026-01-02 19:34:43,USR000010,Razorpay,UPI,37335.14,REFUNDED,,insurance,,True,
PG41035562344013,ORD12216710478,2026-01-26 09:49:03,USR000010,Razorpay,UPI,21262.5,FAILED,INSUFFICIENT_BALANCE,insurance,,False,
PG22906768786978,ORD35297046459,2025-02-26 01:27:37,USR000010,HDFC-PG,UPI,4818.85,CAPTURED,,ecommerce,,False,MND1603140048
PG97478005449487,ORD10947164398,2025-10-30 09:08:41,USR000010,BillDesk,UPI,22148.22,CAPTURED,,insurance,,False,
PG13397723496538,ORD36971862954,2026-02-25 17:45:25,USR000010,Cashfree,UPI,7667.89,CAPTURED,,ecommerce,,False,
PG75604997792880,ORD37411786998,2025-10-27 19:17:26,USR000221,HDFC-PG,DC,26352.94,CAPTURED,,recharge,RUPAY,True,MND2078244094
PG80639023440479,ORD86624100136,2026-04-19 22:42:36,USR000221,Razorpay,CC,12954.54,REFUNDED,,ecommerce,VISA,False,
PG36452328688207,ORD93861388151,2025-12-14 10:23:27,USR000221,BillDesk,UPI,34976.65,CAPTURED,,utility,,True,
PG18326568247826,ORD58385476659,2025-12-13 05:19:31,USR000221,HDFC-PG,UPI,48592.93,REFUNDED,,investment,,False,MND4464406018
PG46631179026980,ORD60675645738,2025-04-12 02:01:36,USR000221,HDFC-PG,NB,10813.26,CAPTURED,,insurance,,False,
PG66774382681767,ORD23463315619,2025-10-14 20:51:29,USR000221,Cashfree,DC,70774.2,CAPTURED,,investment,MC,True,MND5215163800
PG97290364642761,ORD83707115913,2025-01-14 07:43:08,USR000221,Razorpay,UPI,70216.8,FAILED,3DS_FAIL,recharge,,False,
PG13149148214285,ORD76428391470,2025-05-08 10:10:25,USR000221,Razorpay,EMI,59190.88,CAPTURED,,fd_booking,,False,
PG76013163785646,ORD82858770139,2025-10-01 03:00:22,USR000221,Cashfree,UPI,16427.48,CAPTURED,,investment,,False,MND6077440815
PG51938779902945,ORD52155563975,2025-03-31 13:22:45,USR000221,CCAvenue,CC,24856.76,REFUNDED,,ecommerce,RUPAY,True,
PG27565221377040,ORD46017290674,2025-04-26 01:08:41,USR000431,CCAvenue,UPI,45761.69,CAPTURED,,fd_booking,,False,
PG60640819419813,ORD93627270237,2025-02-15 01:12:50,USR000431,BillDesk,UPI,4763.41,CAPTURED,,fd_booking,,True,
PG96828817647786,ORD49835454490,2025-03-21 16:00:50,USR000431,PayU,UPI,6668.39,CAPTURED,,fd_booking,,False,
PG44178531681046,ORD84843361012,2025-03-23 10:18:12,USR000431,PayU,NB,16240.2,CAPTURED,,utility,,False,
PG91298140558310,ORD37040612236,2025-11-07 04:34:00,USR000431,HDFC-PG,UPI,32025.12,AUTHORIZED,ISSUER_DECLINED,recharge,,False,MND2479339373
PG74662961632339,ORD38793939795,2025-06-30 10:34:28,USR000431,CCAvenue,UPI,27625.69,CAPTURED,,utility,,False,
PG17792664278031,ORD46277050004,2025-10-06 08:15:02,USR000431,Paytm-PG,CC,12040.13,CAPTURED,,ecommerce,VISA,False,MND6869944578
PG73381720596326,ORD41225994547,2025-06-28 21:35:13,USR000431,BillDesk,CC,16058.84,CAPTURED,,recharge,AMEX,False,
PG84163182833991,ORD88631588658,2025-10-05 19:15:23,USR000431,PayU,CC,73285.17,CAPTURED,,utility,RUPAY,False,
PG99145493636649,ORD66598859873,2025-02-02 15:59:50,USR000431,BillDesk,CC,25523.8,CAPTURED,,investment,AMEX,False,
PG28284946287130,ORD13068670275,2025-09-08 15:31:53,USR000431,BillDesk,UPI,55516.04,CAPTURED,,fd_booking,,False,MND4444837009
PG62033823435627,ORD45109501014,2025-01-10 06:21:14,USR000431,Razorpay,UPI,1876.58,CAPTURED,,insurance,,True,
PG48759303031663,ORD15922505980,2025-08-19 23:33:12,USR000610,HDFC-PG,UPI,33213.02,REFUNDED,,fd_booking,,False,MND7769481526
PG57418664038865,ORD56933180587,2025-07-17 02:49:56,USR000610,PayU,UPI,33422.31,CAPTURED,,investment,,False,
PG53812053340108,ORD61348348206,2025-07-06 02:32:32,USR000610,BillDesk,DC,60749.79,CAPTURED,,utility,RUPAY,False,
PG48931262340056,ORD55749489737,2025-08-24 08:44:31,USR000610,BillDesk,EMI,34544.81,CAPTURED,,ecommerce,,False,MND2987190845
PG80306320937109,ORD51865932557,2025-12-23 14:56:55,USR000610,Cashfree,UPI,37571.37,CAPTURED,,fd_booking,,False,
PG77241291217810,ORD15765566478,2025-11-01 00:14:08,USR000610,CCAvenue,UPI,41975.79,CAPTURED,,fd_booking,,False,
PG29111005234882,ORD36953072334,2026-04-13 13:51:02,USR000610,PayU,UPI,26460.34,CAPTURED,,recharge,,True,
PG48592961304899,ORD22475655896,2026-05-04 04:43:46,USR000610,BillDesk,CC,54307.75,CAPTURED,,ecommerce,RUPAY,False,
PG84350545662829,ORD12318648036,2025-07-26 04:38:50,USR000610,BillDesk,UPI,55596.21,CAPTURED,,utility,,False,
PG45649120273212,ORD75767286177,2026-03-05 23:43:51,USR000610,CCAvenue,UPI,57080.37,CAPTURED,,investment,,False,
PG45261874303922,ORD38876595259,2025-08-28 09:25:58,USR000620,HDFC-PG,UPI,10433.83,CAPTURED,,ecommerce,,False,
PG61924462243940,ORD68151417476,2026-04-01 06:26:31,USR000620,HDFC-PG,CC,20273.4,CAPTURED,,recharge,MC,False,
PG23575219668201,ORD74468490987,2025-09-22 22:44:09,USR000620,BillDesk,UPI,68228.2,CAPTURED,,recharge,,True,
PG63400499430256,ORD93300235377,2025-12-04 02:58:12,USR000620,CCAvenue,CC,21268.43,CAPTURED,,ecommerce,MC,True,
PG88165893426146,ORD19437687207,2025-08-26 15:01:03,USR000620,HDFC-PG,UPI,16473.23,CAPTURED,,recharge,,True,MND3071259332
PG28393611632888,ORD78058562726,2025-05-13 01:43:53,USR000620,CCAvenue,UPI,26675.67,CAPTURED,,insurance,,True,MND8657285489
PG22287894504863,ORD97896781748,2025-07-16 14:17:58,USR000620,Razorpay,Wallet,65540.03,REFUNDED,,fd_booking,,True,MND3046738947
PG56623546469263,ORD67541799980,2025-04-15 14:46:42,USR000620,BillDesk,NB,19992.52,CAPTURED,,utility,,False,MND9557490552
PG66627714044386,ORD79908044057,2025-06-07 00:49:31,USR000987,Razorpay,CC,50610.76,CAPTURED,,recharge,VISA,False,MND9143685788
PG12125400859533,ORD20637087735,2025-12-05 17:04:32,USR000987,BillDesk,CC,41664.22,CAPTURED,,investment,AMEX,False,MND7450361560
PG45214450621167,ORD68430739525,2025-01-20 15:55:53,USR000987,CCAvenue,UPI,22700.69,CAPTURED,,insurance,,True,
PG37217877028279,ORD13017161216,2026-04-22 20:13:53,USR000987,CCAvenue,UPI,7045.43,CAPTURED,,recharge,,True,
PG54621394466521,ORD57323312159,2025-07-03 02:29:52,USR000987,PayU,DC,57396.75,CAPTURED,,utility,RUPAY,False,MND2223435390
PG92464790125181,ORD24756243966,2025-02-12 19:10:42,USR000987,CCAvenue,UPI,33168.48,CAPTURED,,recharge,,False,MND6415516643
PG14120820886275,ORD64816432159,2025-04-30 23:48:59,USR000079,Cashfree,UPI,59968.04,CAPTURED,,ecommerce,,False,
PG53962018783987,ORD61431860383,2025-07-12 12:26:05,USR000079,BillDesk,NB,45533.36,CAPTURED,,fd_booking,,False,
PG66775061455319,ORD59833845770,2025-11-20 14:02:08,USR000079,CCAvenue,UPI,71837.86,AUTHORIZED,FRAUD_FLAG,utility,,False,
PG76062413256506,ORD42081690345,2026-03-10 01:19:42,USR000079,Cashfree,UPI,25761.84,CAPTURED,,insurance,,False,
PG40456185480329,ORD22738981689,2025-11-18 08:47:47,USR000079,Razorpay,UPI,13276.87,CAPTURED,,fd_booking,,False,
PG47045924483801,ORD34177672668,2025-09-21 00:03:20,USR000079,Paytm-PG,UPI,58498.78,CAPTURED,,investment,,False,
PG75983473691279,ORD95369083582,2026-01-10 03:37:40,USR000079,Paytm-PG,UPI,73186.8,CAPTURED,,fd_booking,,False,
PG98833514248720,ORD18767820817,2025-04-20 23:33:48,USR000079,Cashfree,UPI,31467.91,CAPTURED,,fd_booking,,False,
PG16555708146764,ORD95716400208,2026-01-20 04:34:20,USR000079,Paytm-PG,UPI,13986.76,CAPTURED,,recharge,,True,
PG50100635063616,ORD60392341447,2025-02-08 23:55:13,USR000079,Paytm-PG,UPI,27968.62,CAPTURED,,insurance,,False,MND7247153106
PG15444152987026,ORD63678754871,2025-09-22 10:14:27,USR000079,Cashfree,CC,29627.27,CAPTURED,,utility,MC,False,MND6816545907
PG53169325785727,ORD93896542936,2026-04-26 14:34:33,USR000656,Cashfree,UPI,54678.26,CAPTURED,,utility,,False,MND3316529898
PG59145258817514,ORD51312381693,2026-04-01 21:58:37,USR000656,PayU,NB,17041.72,FAILED,ISSUER_DECLINED,recharge,,False,MND4670224910
PG94436440564579,ORD67588868379,2025-10-24 16:34:17,USR000656,CCAvenue,CC,19862.52,CAPTURED,,fd_booking,AMEX,False,
PG58515599251248,ORD71464285880,2025-10-06 11:54:21,USR000656,CCAvenue,UPI,7350.72,CAPTURED,,insurance,,False,
PG93082138172870,ORD99901913049,2025-10-12 19:20:47,USR000887,PayU,UPI,41952.81,CAPTURED,,fd_booking,,False,
PG85278395592180,ORD11432421685,2025-10-15 07:02:43,USR000887,HDFC-PG,EMI,23110.9,AUTHORIZED,CARD_BLOCKED,fd_booking,,False,MND6783248393
PG10810042775577,ORD93437115329,2026-02-08 21:43:07,USR000887,Paytm-PG,EMI,37389.93,CAPTURED,,utility,,False,
PG37777065528657,ORD71459274175,2025-03-05 05:03:01,USR000887,Razorpay,UPI,17854.31,CAPTURED,,recharge,,True,
PG94757440702064,ORD20869911781,2025-04-26 06:29:32,USR000887,HDFC-PG,UPI,56260.53,CAPTURED,,investment,,False,
PG74127117893308,ORD52110374138,2025-05-18 20:57:40,USR000925,Paytm-PG,EMI,12653.53,CAPTURED,,fd_booking,,False,
PG18212766109450,ORD66829748065,2025-08-20 12:22:39,USR000925,HDFC-PG,UPI,42763.37,FAILED,AUTH_TIMEOUT,fd_booking,,False,MND3321288321
PG27572476252652,ORD31857830533,2026-02-16 20:11:31,USR000925,Razorpay,UPI,13800.85,CAPTURED,,fd_booking,,False,
PG60245945677394,ORD90551481471,2025-10-14 09:33:41,USR000925,BillDesk,NB,49305.06,CAPTURED,,insurance,,True,
PG37095286219491,ORD99450844193,2025-05-05 07:06:06,USR000991,CCAvenue,UPI,44762.26,CAPTURED,,insurance,,False,
PG89661595993499,ORD86337513395,2025-08-04 18:57:33,USR000991,PayU,UPI,16597.97,CAPTURED,,investment,,False,
PG42229588303644,ORD70282811686,2026-04-16 23:03:07,USR000955,HDFC-PG,UPI,4169.04,CAPTURED,,utility,,False,
PG74312037337177,ORD28828779279,2025-05-12 12:20:29,USR000955,BillDesk,UPI,20194.17,CAPTURED,,recharge,,False,
PG74859681585710,ORD85733462318,2025-06-13 15:03:28,USR000955,Paytm-PG,UPI,69004.37,CAPTURED,,recharge,,False,
PG44543601725363,ORD19892066578,2025-03-05 16:24:30,USR000955,Cashfree,UPI,46397.77,CAPTURED,,investment,,False,
PG28755644985966,ORD32284566709,2025-12-02 16:56:16,USR000955,Cashfree,CC,69481.69,CAPTURED,,recharge,MC,False,MND3603488811
PG39605571966944,ORD61330882152,2025-01-15 09:54:08,USR000955,CCAvenue,NB,27316.03,CAPTURED,,recharge,,False,MND4435330251
PG54685362248417,ORD74052010751,2025-11-20 16:03:48,USR000955,PayU,DC,53940.57,CAPTURED,,fd_booking,RUPAY,False,
PG10873939187531,ORD74391633776,2025-03-05 23:08:10,USR000955,Razorpay,UPI,59601.3,CAPTURED,,fd_booking,,False,
PG61083240226611,ORD10221728520,2025-07-01 23:32:36,USR000632,PayU,UPI,68988.55,CAPTURED,,investment,,False,
PG88442589058641,ORD51058168789,2025-07-03 08:32:10,USR000632,BillDesk,UPI,55026.27,CAPTURED,,fd_booking,,False,
PG25707648415868,ORD77803570775,2026-02-27 09:57:35,USR000632,BillDesk,UPI,44520.22,CAPTURED,,ecommerce,,False,
PG45481221323227,ORD28323084408,2026-04-10 23:58:30,USR000632,BillDesk,UPI,10429.99,CAPTURED,,fd_booking,,True,
PG54003154055800,ORD29037631312,2025-06-27 12:44:02,USR000632,BillDesk,UPI,74905.6,CAPTURED,,investment,,False,
PG36309514434237,ORD90594683410,2026-04-04 17:55:29,USR000632,Razorpay,Wallet,13852.92,CAPTURED,,investment,,False,MND1954496255
PG56760146642034,ORD29549453516,2025-11-26 02:25:32,USR000632,HDFC-PG,UPI,24897.64,CAPTURED,,ecommerce,,False,
PG97822208398227,ORD99428031192,2025-12-22 19:30:09,USR000632,CCAvenue,NB,52519.03,CAPTURED,,fd_booking,,True,
PG25431310735356,ORD78151014956,2025-12-10 05:45:00,USR000632,HDFC-PG,UPI,16438.73,CAPTURED,,fd_booking,,False,
PG23200759254320,ORD13172020453,2026-04-06 20:07:19,USR000632,HDFC-PG,UPI,69063.06,CAPTURED,,ecommerce,,True,
PG61183032108938,ORD32980885501,2025-01-03 18:23:02,USR000632,PayU,CC,68997.33,CAPTURED,,utility,AMEX,False,
PG33498090056243,ORD53379031018,2025-07-20 01:26:51,USR000570,HDFC-PG,CC,37060.38,CAPTURED,,utility,VISA,False,
PG13247464311380,ORD97413001821,2025-01-12 17:20:05,USR000570,CCAvenue,UPI,3456.8,CAPTURED,,recharge,,False,
PG69101998311787,ORD49560405579,2026-03-20 20:06:17,USR000570,Cashfree,UPI,37031.03,CAPTURED,,insurance,,False,
PG36709533214599,ORD20561437770,2026-01-12 18:45:14,USR000570,Razorpay,UPI,41486.44,CAPTURED,,investment,,False,
PG64136607468887,ORD37942264633,2025-08-28 00:35:46,USR000570,Cashfree,UPI,58403.66,CAPTURED,,utility,,False,
PG95375847774868,ORD49791992853,2026-04-11 20:49:48,USR000570,Paytm-PG,CC,32147.08,CAPTURED,,utility,MC,False,
PG21442548079642,ORD10592250398,2025-07-24 10:32:44,USR000570,BillDesk,DC,73458.72,CAPTURED,,fd_booking,AMEX,False,
PG19717330458356,ORD17544314013,2026-01-10 06:55:18,USR000570,PayU,EMI,70498.59,CAPTURED,,ecommerce,,False,
PG63437770636542,ORD19202034234,2025-01-01 19:03:49,USR000011,BillDesk,UPI,92.29,CAPTURED,,investment,,False,
PG52955047951367,ORD89046950888,2026-01-04 11:26:49,USR000011,Paytm-PG,UPI,58564.92,CAPTURED,,ecommerce,,True,
PG71386753675776,ORD15884820645,2025-04-29 17:54:28,USR000011,PayU,UPI,11525.27,CAPTURED,,utility,,False,
PG14357420914308,ORD98484234363,2025-02-01 06:19:36,USR000011,CCAvenue,UPI,8314.32,CAPTURED,,ecommerce,,False,
PG49263913807283,ORD54040859886,2025-08-24 16:57:32,USR000011,CCAvenue,UPI,17455.4,CAPTURED,,fd_booking,,False,
PG57480309149777,ORD75789813783,2025-09-12 02:07:27,USR000011,Cashfree,NB,9782.4,CAPTURED,,utility,,True,
PG72331931638588,ORD43530002500,2025-11-28 16:14:03,USR000011,BillDesk,CC,74735.28,CAPTURED,,insurance,MC,False,
PG84596490864182,ORD46553920577,2026-02-14 01:46:59,USR000011,PayU,Wallet,32338.97,CAPTURED,,utility,,False,
PG84568828912479,ORD80254039646,2025-03-23 10:57:17,USR000555,Razorpay,UPI,27168.1,CAPTURED,,utility,,True,MND5789137919
PG35108113958617,ORD38559454384,2025-08-10 14:06:38,USR000555,Razorpay,UPI,38631.42,CAPTURED,,ecommerce,,False,
PG25999633265311,ORD86967189776,2026-03-02 12:10:15,USR000555,CCAvenue,UPI,11346.31,CAPTURED,,investment,,False,
PG88544355981387,ORD89705871056,2026-04-20 12:43:39,USR000555,BillDesk,UPI,41945.46,FAILED,CARD_BLOCKED,investment,,True,
PG48536344225427,ORD93572316676,2026-01-30 01:10:39,USR000555,Razorpay,UPI,35261.73,CAPTURED,,utility,,False,
PG12192526591397,ORD20683456253,2026-02-06 05:25:36,USR000555,BillDesk,UPI,57813.53,CAPTURED,,investment,,False,
PG86484662419193,ORD43603640844,2026-04-24 18:12:30,USR000555,PayU,EMI,68190.19,CAPTURED,,utility,,False,
PG91157094142292,ORD35703000012,2025-02-23 20:48:35,USR000555,PayU,NB,61142.22,CAPTURED,,recharge,,False,
PG15414463365646,ORD74317905218,2025-10-06 07:24:56,USR000555,Razorpay,UPI,458.84,CAPTURED,,recharge,,False,MND8644081568
PG22323094025253,ORD33751402420,2025-12-03 09:12:54,USR000555,BillDesk,NB,31831.97,AUTHORIZED,AUTH_TIMEOUT,ecommerce,,True,MND2844664530
PG60043249099587,ORD97202555872,2025-03-22 19:24:31,USR000555,BillDesk,UPI,36793.57,CAPTURED,,utility,,False,MND7398527368
PG16290663998857,ORD85077205349,2026-04-01 08:35:43,USR000123,BillDesk,Wallet,27463.71,CAPTURED,,utility,,False,
PG26629507694521,ORD74434541002,2025-09-23 13:05:51,USR000123,Razorpay,NB,29223.97,CAPTURED,,ecommerce,,False,
PG63709973906477,ORD58570624856,2025-06-27 15:56:53,USR000123,Razorpay,CC,73295.74,CAPTURED,,utility,AMEX,False,MND1571932714
PG68041238488020,ORD77345546433,2025-01-11 03:25:22,USR000123,BillDesk,UPI,53121.17,CAPTURED,,investment,,False,MND7980984857
PG94943258096036,ORD38935727810,2026-04-04 19:17:53,USR000123,Paytm-PG,UPI,71285.41,CAPTURED,,insurance,,False,
PG49541443817746,ORD25928066352,2026-02-18 03:34:27,USR000854,PayU,EMI,69737.0,CAPTURED,,ecommerce,,False,MND5645624767
PG10088094875419,ORD31625993713,2025-04-12 22:13:00,USR000854,BillDesk,UPI,10469.16,CAPTURED,,insurance,,False,
PG28009084962219,ORD39517836367,2025-06-08 05:02:13,USR000854,PayU,CC,31237.01,CAPTURED,,insurance,MC,False,MND3494256994
PG43597793929166,ORD54009194517,2025-06-26 11:42:16,USR000520,CCAvenue,UPI,26155.31,CAPTURED,,insurance,,False,
PG79836155624328,ORD17781699828,2025-09-20 01:23:49,USR000520,Razorpay,UPI,12663.29,CAPTURED,,investment,,False,MND2287492203
PG26068514459089,ORD81151288469,2025-02-11 21:25:02,USR000520,CCAvenue,UPI,33705.22,CAPTURED,,ecommerce,,False,
PG14916759418186,ORD64707146871,2025-08-07 10:34:14,USR000054,HDFC-PG,UPI,71134.58,CAPTURED,,fd_booking,,False,
PG89702222848131,ORD37419061040,2026-02-05 17:11:28,USR000054,HDFC-PG,CC,380.58,CAPTURED,,recharge,VISA,False,
PG85198147398956,ORD81589283789,2025-07-06 09:25:15,USR000054,PayU,UPI,62903.8,CAPTURED,,insurance,,False,MND7139482499
PG92855049354073,ORD88480378624,2026-02-23 15:50:33,USR000054,Razorpay,UPI,20166.35,CAPTURED,,insurance,,False,
PG80717784914282,ORD14533461855,2026-03-23 20:30:58,USR000504,Razorpay,UPI,73331.95,FAILED,AUTH_TIMEOUT,insurance,,False,
PG16007465741449,ORD34958625413,2026-03-27 05:12:58,USR000504,Paytm-PG,NB,46591.04,CAPTURED,,recharge,,False,MND4729689762
PG33032417216105,ORD32298067209,2025-06-27 21:35:58,USR000504,Paytm-PG,UPI,25433.68,CAPTURED,,ecommerce,,False,
PG17261717785399,ORD91597523185,2026-03-16 18:37:09,USR000504,PayU,NB,31518.05,FAILED,INSUFFICIENT_BALANCE,ecommerce,,False,
PG70359055259992,ORD47065242487,2025-12-17 00:30:28,USR000504,Razorpay,UPI,70514.17,CAPTURED,,fd_booking,,True,
PG88804274231613,ORD57311812176,2026-03-08 11:46:44,USR000552,Cashfree,DC,4463.51,CAPTURED,,insurance,VISA,False,
PG38624820749819,ORD17852295278,2026-03-14 06:06:23,USR000552,BillDesk,NB,16673.57,CAPTURED,,investment,,False,MND8848932118
PG87672209526782,ORD97332250612,2025-01-01 23:58:31,USR000552,Cashfree,UPI,32711.37,CAPTURED,,fd_booking,,True,MND3602591499
PG13919435953708,ORD11509163006,2025-06-19 07:54:06,USR000552,PayU,UPI,302.47,CAPTURED,,ecommerce,,False,MND3434726362
PG54853304306616,ORD47967865907,2026-03-01 10:24:41,USR000552,CCAvenue,NB,24830.62,CAPTURED,,utility,,False,
PG25967360515779,ORD79933579462,2025-11-20 19:03:39,USR000552,CCAvenue,UPI,16985.74,CAPTURED,,investment,,False,
PG81422130177119,ORD32787735037,2025-04-25 00:00:12,USR000479,PayU,UPI,21494.05,CAPTURED,,ecommerce,,True,
PG61292092231852,ORD15429218018,2025-03-08 09:00:56,USR000479,HDFC-PG,NB,13687.35,CAPTURED,,recharge,,False,
PG16196472162963,ORD94243382958,2025-01-19 06:27:25,USR000479,Paytm-PG,UPI,74900.51,CAPTURED,,fd_booking,,False,
PG28404108454559,ORD56213079125,2025-12-03 21:44:45,USR000479,Cashfree,UPI,9311.41,CAPTURED,,recharge,,False,
PG18767877182178,ORD22452767147,2025-05-23 22:17:30,USR000479,CCAvenue,Wallet,44906.49,CAPTURED,,utility,,True,
PG83495398404952,ORD54536699131,2025-08-15 04:49:40,USR000479,Cashfree,CC,19417.35,FAILED,CARD_BLOCKED,utility,RUPAY,False,
PG43282811900560,ORD36357801705,2025-01-26 12:00:18,USR000479,Paytm-PG,DC,60600.92,CAPTURED,,investment,MC,True,
PG90450956162516,ORD24261779392,2025-06-21 17:53:12,USR000479,Cashfree,UPI,3860.14,CAPTURED,,investment,,False,
PG68982632605711,ORD78534701513,2025-06-23 20:45:47,USR000677,CCAvenue,UPI,54829.75,CAPTURED,,utility,,False,
PG32601625874564,ORD50579706741,2025-07-15 14:29:02,USR000677,Cashfree,UPI,20505.08,REFUNDED,,investment,,False,
PG70248940024102,ORD40839087947,2025-09-25 10:46:25,USR000677,HDFC-PG,EMI,30183.27,CAPTURED,,investment,,False,MND2640505723
PG10349487532880,ORD21655433952,2025-01-02 06:54:34,USR000677,Paytm-PG,UPI,61297.35,CAPTURED,,utility,,False,
PG96009403603567,ORD81645100777,2025-11-30 03:50:59,USR000677,HDFC-PG,UPI,15937.78,CAPTURED,,utility,,False,
PG97779817602905,ORD78267109493,2025-05-22 16:51:07,USR000677,PayU,CC,33098.0,CAPTURED,,insurance,MC,False,
PG51831152316467,ORD63833393660,2025-12-13 01:20:50,USR000677,BillDesk,UPI,61373.25,CAPTURED,,insurance,,False,
PG77562370912389,ORD30128251487,2025-05-17 10:00:46,USR000677,Cashfree,CC,35270.67,CAPTURED,,recharge,AMEX,False,
PG13573795021237,ORD31558577011,2026-01-13 13:57:06,USR000677,Razorpay,UPI,11859.71,CAPTURED,,investment,,False,
PG60586350820583,ORD35848825635,2025-10-27 23:43:08,USR000677,Razorpay,UPI,48407.33,CAPTURED,,insurance,,False,
PG69228902095074,ORD37634462708,2025-11-13 07:08:34,USR000677,CCAvenue,UPI,27476.07,CAPTURED,,ecommerce,,False,
PG57031006504190,ORD94105443655,2025-05-09 01:26:25,USR000677,Paytm-PG,UPI,61940.12,CAPTURED,,fd_booking,,True,
PG92002064613290,ORD96859289944,2025-07-22 04:33:27,USR000196,HDFC-PG,CC,53403.11,CAPTURED,,fd_booking,AMEX,False,
PG20640736724454,ORD50314619594,2026-03-17 01:09:05,USR000196,HDFC-PG,UPI,66403.11,CAPTURED,,insurance,,False,
PG26697062988901,ORD10908140275,2025-05-17 13:01:36,USR000196,Paytm-PG,DC,30105.92,FAILED,OTP_NOT_ENTERED,ecommerce,VISA,False,
PG59313131272032,ORD55087821513,2025-04-02 10:22:36,USR000196,CCAvenue,UPI,61072.42,CAPTURED,,fd_booking,,False,
PG75075805268681,ORD96434402899,2025-03-07 22:51:33,USR000196,Paytm-PG,Wallet,46532.02,CAPTURED,,recharge,,True,
PG59960521330661,ORD89183869215,2025-08-01 03:49:09,USR000196,CCAvenue,UPI,58028.66,CAPTURED,,insurance,,True,
PG55866169684297,ORD67238196002,2025-03-23 17:12:29,USR000196,Cashfree,NB,594.22,CAPTURED,,recharge,,True,
PG77821393052099,ORD84884040695,2025-04-13 08:33:29,USR000196,PayU,CC,57334.8,CAPTURED,,utility,VISA,False,
PG99575051151259,ORD51382973675,2025-06-17 15:10:51,USR000196,BillDesk,UPI,51813.92,CAPTURED,,utility,,True,
PG62533766491478,ORD33597307791,2025-12-21 11:55:08,USR000196,PayU,UPI,35221.52,CAPTURED,,investment,,False,MND2550398328
PG91435401643983,ORD46530122532,2026-04-26 00:23:16,USR000196,BillDesk,UPI,66314.28,CAPTURED,,investment,,False,
PG41093128002128,ORD79248711668,2025-03-14 03:27:27,USR000196,BillDesk,UPI,14675.5,CAPTURED,,recharge,,False,
PG17348245205253,ORD90377505977,2026-02-03 00:11:41,USR000897,Cashfree,UPI,15282.04,CAPTURED,,recharge,,False,
PG52768491597801,ORD45868507013,2025-05-02 09:25:36,USR000897,Cashfree,NB,21547.97,CAPTURED,,insurance,,True,
PG23147526543191,ORD85930237329,2025-09-26 15:08:07,USR000897,PayU,Wallet,66993.95,CAPTURED,,ecommerce,,False,
PG72318642377667,ORD87787720600,2026-03-30 11:23:10,USR000897,Paytm-PG,UPI,54890.92,REFUNDED,,recharge,,False,
PG72304556979279,ORD73920443798,2026-03-13 00:16:14,USR000897,BillDesk,CC,57812.98,REFUNDED,,insurance,MC,False,
PG84406055528178,ORD87668875065,2025-07-25 08:29:37,USR000897,Paytm-PG,UPI,64881.89,CAPTURED,,investment,,False,MND2633653151
PG64824736092731,ORD88279568014,2026-02-15 20:10:05,USR000897,PayU,CC,71464.86,CAPTURED,,recharge,AMEX,False,MND3292442983
PG41315417168800,ORD43567768394,2025-03-20 20:50:18,USR000897,Cashfree,NB,21195.89,CAPTURED,,recharge,,False,
PG83355231706309,ORD60710229026,2025-06-11 13:38:55,USR000897,CCAvenue,NB,38703.31,CAPTURED,,recharge,,False,
PG96787571521096,ORD19261991547,2026-01-18 22:03:22,USR000627,BillDesk,NB,38687.37,CAPTURED,,insurance,,True,
PG30072376449261,ORD11562008354,2025-12-16 03:30:48,USR000627,PayU,UPI,61914.74,CAPTURED,,utility,,True,
PG71324006492066,ORD92429097487,2025-06-13 05:06:22,USR000627,Paytm-PG,EMI,69614.33,CAPTURED,,utility,,False,
PG42789314145681,ORD77048971670,2025-07-18 21:13:21,USR000627,Cashfree,UPI,42735.06,CAPTURED,,insurance,,False,
PG32420362770741,ORD62683787752,2025-07-18 22:34:00,USR000627,PayU,UPI,4906.02,CAPTURED,,recharge,,False,
PG31788244254213,ORD34060878830,2025-12-05 09:53:54,USR000627,HDFC-PG,NB,37108.55,CAPTURED,,utility,,False,
PG13235235978298,ORD68939971818,2026-03-22 19:33:15,USR000627,Paytm-PG,UPI,7893.93,REFUNDED,,recharge,,True,
PG77270249051080,ORD53693403513,2025-01-04 07:14:07,USR000627,PayU,EMI,21699.27,CAPTURED,,utility,,False,MND2300625841
PG13562031223629,ORD52398662182,2025-01-23 14:54:34,USR000627,Paytm-PG,UPI,67656.65,CAPTURED,,ecommerce,,True,
PG72454883887848,ORD39984446821,2026-01-14 23:09:53,USR000627,Paytm-PG,NB,52370.79,CAPTURED,,utility,,False,
