fd_id,user_id,partner_bank,product_type,principal_inr,tenor_days,interest_rate_pa,compounding,booked_at,maturity_date,maturity_amount,status,auto_renew,nominee_added,tds_applicable,source_channel,language_at_booking
FD587057624,USR000298,YESB,CALLABLE,43500.0,396,8.98,MONTHLY,2025-07-15 00:00:00,2026-08-15,47738.07,ACTIVE,True,True,True,Direct,en
FD998130766,USR000298,YESB,SWEEP_FD,79100.0,366,8.04,MONTHLY,2025-01-28 00:00:00,2026-01-29,85477.06,MATURED,False,False,True,Direct,en
FD928638613,USR000298,YESB,CALLABLE,22300.0,69,8.18,QUARTERLY,2025-12-10 00:00:00,2026-02-17,22644.84,ACTIVE,True,True,False,Direct,en
FD999100843,USR000216,RBL,SWEEP_FD,254100.0,138,5.65,QUARTERLY,2025-06-19 00:00:00,2025-11-04,259527.99,MATURED,False,False,True,Google Ads,en
FD187513833,USR000411,KOTK,NON_CALLABLE,20900.0,19,7.13,MONTHLY,2026-01-16 00:00:00,2026-02-04,20977.57,ACTIVE,True,True,False,WhatsApp,hi
FD156849795,USR000411,KOTK,CALLABLE,12300.0,945,6.09,QUARTERLY,2026-02-04 00:00:00,2028-09-06,14239.37,PREMATURE_WITHDRAWN,True,True,False,WhatsApp,hi
FD215611651,USR000173,BARB,CALLABLE,20400.0,3370,7.78,QUARTERLY,2025-08-14 00:00:00,2034-11-05,35053.68,PREMATURE_WITHDRAWN,True,True,False,Meta Ads,en
FD291876023,USR000636,SBIN,CALLABLE,455300.0,109,7.91,QUARTERLY,2026-02-28 00:00:00,2026-06-17,466054.93,ACTIVE,True,True,True,Referral,hi
FD564602314,USR000049,YESB,SWEEP_FD,1920900.0,327,8.49,AT_MATURITY,2025-11-02 00:00:00,2026-09-25,2067005.76,ACTIVE,False,False,True,Influencer-YT,hi
FD911542032,USR000619,RBL,NON_CALLABLE,9900.0,1472,8.54,QUARTERLY,2025-07-14 00:00:00,2029-07-25,13309.64,ACTIVE,False,True,False,Google Ads,mr
FD225285189,USR000468,KOTK,SENIOR_CITIZEN,12900.0,1180,7.5,AT_MATURITY,2025-10-14 00:00:00,2029-01-06,16027.81,ACTIVE,True,True,False,Email,hi
FD543924824,USR000722,CANB,REGULAR_FD,14000.0,1453,7.18,QUARTERLY,2026-03-05 00:00:00,2030-02-25,18001.52,ACTIVE,False,True,False,Meta Ads,hi
FD137714551,USR000848,KOTK,TAX_SAVER_5Y,166800.0,278,8.18,QUARTERLY,2025-04-17 00:00:00,2026-01-20,177192.05,MATURED,True,True,True,Direct,kn
FD720907880,USR000848,KOTK,NON_CALLABLE,12400.0,1054,7.95,AT_MATURITY,2025-01-15 00:00:00,2027-12-05,15246.67,ACTIVE,True,False,False,Direct,kn
FD623783663,USR000848,KOTK,NON_CALLABLE,420900.0,2828,6.01,QUARTERLY,2025-03-24 00:00:00,2032-12-20,616892.72,ACTIVE,False,True,True,Direct,kn
FD613158945,USR000581,ICIC,TAX_SAVER_5Y,18600.0,84,7.2,QUARTERLY,2025-07-28 00:00:00,2025-10-20,18908.2,MATURED,False,True,False,Direct,hi
FD411308909,USR000482,INDB,REGULAR_FD,119900.0,419,7.25,MONTHLY,2025-03-22 00:00:00,2026-05-15,129878.8,ACTIVE,True,True,True,Meta Ads,gu
FD572189088,USR000108,BARB,TAX_SAVER_5Y,360400.0,150,7.56,QUARTERLY,2026-03-27 00:00:00,2026-08-24,371597.08,ACTIVE,False,True,True,Direct,te
FD230818855,USR000108,BARB,REGULAR_FD,1169500.0,946,6.16,QUARTERLY,2025-08-10 00:00:00,2028-03-13,1356215.0,ACTIVE,False,True,True,Direct,te
FD133661537,USR000231,IDFC,SENIOR_CITIZEN,10100.0,414,8.27,MONTHLY,2025-12-14 00:00:00,2027-02-01,11047.4,ACTIVE,False,True,False,Referral,bn
FD710199479,USR000480,AXIS,NON_CALLABLE,365200.0,1530,6.44,MONTHLY,2025-03-25 00:00:00,2029-06-02,463785.99,ACTIVE,True,False,True,WhatsApp,hi
FD384554155,USR000934,AXIS,TAX_SAVER_5Y,7000.0,34,5.65,AT_MATURITY,2025-09-23 00:00:00,2025-10-27,7036.84,PREMATURE_WITHDRAWN,False,True,False,Direct,ml
FD373955929,USR000934,AXIS,SWEEP_FD,192700.0,3063,8.9,AT_MATURITY,2025-08-22 00:00:00,2034-01-10,336621.56,PREMATURE_WITHDRAWN,True,True,True,Direct,ml
FD810877074,USR000934,AXIS,SWEEP_FD,87600.0,259,7.91,MONTHLY,2025-03-03 00:00:00,2025-11-17,92516.86,ACTIVE,False,True,True,Direct,ml
FD867941665,USR000406,RBL,CALLABLE,10800.0,225,8.1,QUARTERLY,2025-07-26 00:00:00,2026-03-08,11339.26,ACTIVE,True,True,False,Direct,en
FD668644012,USR000406,RBL,NON_CALLABLE,27000.0,49,7.65,QUARTERLY,2026-03-30 00:00:00,2026-05-18,27277.29,ACTIVE,False,True,False,Direct,en
FD955463090,USR000865,CANB,SWEEP_FD,23300.0,138,6.24,AT_MATURITY,2025-10-03 00:00:00,2026-02-18,23849.7,ACTIVE,False,False,False,Organic search,mr
FD567450107,USR000265,INDB,SENIOR_CITIZEN,395500.0,85,6.85,AT_MATURITY,2025-07-23 00:00:00,2025-10-16,401809.04,ACTIVE,True,True,True,Referral,mr
FD215463415,USR000500,ICIC,NON_CALLABLE,16100.0,1901,6.23,QUARTERLY,2025-04-22 00:00:00,2030-07-06,21324.0,ACTIVE,False,True,False,Referral,te
FD452753966,USR000157,KOTK,NON_CALLABLE,291000.0,47,8.3,QUARTERLY,2025-11-04 00:00:00,2025-12-21,294110.11,PREMATURE_WITHDRAWN,False,False,True,Google Ads,hi
FD263281438,USR000303,ICIC,SENIOR_CITIZEN,272400.0,125,6.79,MONTHLY,2025-09-04 00:00:00,2026-01-07,278734.23,ACTIVE,False,False,True,Referral,hi
FD810164884,USR000803,RBL,CALLABLE,24800.0,719,7.04,MONTHLY,2025-05-21 00:00:00,2027-05-10,28239.22,ACTIVE,False,True,False,Email,en
FD877946760,USR000393,INDB,SWEEP_FD,268600.0,2878,7.52,QUARTERLY,2025-04-19 00:00:00,2033-03-06,427865.52,ACTIVE,True,False,True,Meta Ads,kn
FD178117421,USR000294,AXIS,NON_CALLABLE,15600.0,59,7.74,MONTHLY,2025-11-24 00:00:00,2026-01-22,15795.18,ACTIVE,False,True,False,Organic search,en
FD825730728,USR000610,PUNB,REGULAR_FD,69500.0,919,8.76,MONTHLY,2025-01-08 00:00:00,2027-07-16,84828.92,ACTIVE,True,True,True,Meta Ads,en
FD660041436,USR000610,PUNB,NON_CALLABLE,11300.0,80,5.93,AT_MATURITY,2025-12-24 00:00:00,2026-03-14,11446.87,ACTIVE,False,False,False,Meta Ads,en
FD106976887,USR000460,IDFC,REGULAR_FD,86200.0,67,6.37,MONTHLY,2025-11-14 00:00:00,2026-01-20,87207.93,ACTIVE,False,False,True,Google Ads,en
FD607071277,USR000155,ICIC,NON_CALLABLE,23800.0,2564,6.76,QUARTERLY,2025-09-15 00:00:00,2032-09-22,35101.83,PREMATURE_WITHDRAWN,False,False,False,Email,en
FD254529588,USR000155,ICIC,SENIOR_CITIZEN,37600.0,525,8.22,MONTHLY,2025-01-18 00:00:00,2026-06-27,42045.56,ACTIVE,False,False,False,Email,en
FD740095157,USR000023,PUNB,CALLABLE,10900.0,3365,8.28,MONTHLY,2025-02-26 00:00:00,2034-05-15,19220.49,ACTIVE,False,True,False,Google Ads,kn
FD689754726,USR000952,KOTK,NON_CALLABLE,22800.0,171,5.75,AT_MATURITY,2025-08-10 00:00:00,2026-01-28,23414.19,ACTIVE,False,True,False,Email,en
FD520205663,USR000952,KOTK,SENIOR_CITIZEN,46200.0,18,5.83,MONTHLY,2025-10-14 00:00:00,2025-11-01,46332.83,ACTIVE,True,True,True,Email,en
FD424765712,USR000184,YESB,SENIOR_CITIZEN,22900.0,939,6.87,QUARTERLY,2025-09-11 00:00:00,2028-04-07,26947.3,ACTIVE,False,False,False,Organic search,kn
FD990564266,USR000184,YESB,TAX_SAVER_5Y,56800.0,42,8.26,AT_MATURITY,2025-06-18 00:00:00,2025-07-30,57339.86,ACTIVE,True,True,True,Organic search,kn
FD886943749,USR000184,YESB,NON_CALLABLE,404200.0,463,7.08,QUARTERLY,2025-03-04 00:00:00,2026-06-10,440500.93,ACTIVE,True,True,True,Organic search,kn
FD440557760,USR000505,IDFC,CALLABLE,60400.0,174,8.08,QUARTERLY,2025-12-27 00:00:00,2026-06-19,62726.51,ACTIVE,False,True,True,Google Ads,hi
FD316593708,USR000222,AXIS,NON_CALLABLE,19000.0,2403,6.37,AT_MATURITY,2026-04-01 00:00:00,2032-10-29,26968.08,CANCELLED,True,True,False,WhatsApp,hi
FD210237461,USR000718,CANB,SENIOR_CITIZEN,92600.0,2819,6.62,AT_MATURITY,2026-05-05 00:00:00,2034-01-22,139944.68,ACTIVE,True,True,True,Google Ads,en
FD619941505,USR000718,CANB,CALLABLE,18400.0,14,7.18,QUARTERLY,2025-01-19 00:00:00,2025-02-02,18450.67,ACTIVE,False,False,False,Google Ads,en
FD817325149,USR000966,BARB,TAX_SAVER_5Y,84900.0,1921,8.72,QUARTERLY,2025-09-07 00:00:00,2030-12-11,123863.56,PREMATURE_WITHDRAWN,False,True,True,Organic search,mr
FD466480838,USR000160,PUNB,NON_CALLABLE,181100.0,42,6.33,AT_MATURITY,2025-09-06 00:00:00,2025-10-18,182419.1,ACTIVE,False,True,True,Google Ads,hi
FD563586176,USR000365,ICIC,REGULAR_FD,16400.0,211,6.3,AT_MATURITY,2025-05-05 00:00:00,2025-12-02,16997.27,ACTIVE,True,False,False,Meta Ads,en
FD614726907,USR000365,ICIC,CALLABLE,1345400.0,1662,8.31,AT_MATURITY,2025-10-16 00:00:00,2030-05-05,1854485.35,ACTIVE,False,True,True,Meta Ads,en
FD100063343,USR000365,ICIC,NON_CALLABLE,88800.0,875,8.2,QUARTERLY,2025-09-13 00:00:00,2028-02-05,106255.89,ACTIVE,True,True,True,Meta Ads,en
FD274660110,USR000590,INDB,SWEEP_FD,11900.0,33,6.99,AT_MATURITY,2025-09-20 00:00:00,2025-10-23,11975.2,ACTIVE,True,True,False,Meta Ads,kn
FD400735219,USR000590,INDB,TAX_SAVER_5Y,13400.0,160,6.79,QUARTERLY,2025-05-11 00:00:00,2025-10-18,13798.84,MATURED,False,True,False,Meta Ads,kn
FD808639846,USR000590,INDB,SENIOR_CITIZEN,27100.0,49,5.85,MONTHLY,2025-07-08 00:00:00,2025-08-26,27312.83,ACTIVE,False,False,False,Meta Ads,kn
FD862306694,USR000590,INDB,SENIOR_CITIZEN,203800.0,386,8.78,QUARTERLY,2025-05-26 00:00:00,2026-06-16,222723.14,ACTIVE,False,True,True,Meta Ads,kn
FD724324900,USR000247,CANB,TAX_SAVER_5Y,46700.0,160,7.9,AT_MATURITY,2025-08-17 00:00:00,2026-01-24,48317.23,MATURED,False,False,True,Referral,en
FD699668263,USR000422,CANB,NON_CALLABLE,479500.0,318,7.68,QUARTERLY,2026-03-20 00:00:00,2027-02-01,511583.67,ACTIVE,True,True,True,Influencer-IG,en
FD931723257,USR000072,PUNB,SWEEP_FD,71100.0,1965,7.4,MONTHLY,2026-04-26 00:00:00,2031-09-12,99425.07,MATURED,True,True,True,Meta Ads,mr
FD480717664,USR000787,AXIS,REGULAR_FD,18600.0,16,8.33,AT_MATURITY,2026-04-30 00:00:00,2026-05-16,18667.92,ACTIVE,False,True,False,Referral,en
FD363735293,USR000927,AXIS,REGULAR_FD,54000.0,31,7.07,QUARTERLY,2025-02-06 00:00:00,2025-03-09,54324.25,ACTIVE,True,True,True,Influencer-YT,ta
FD436927775,USR000096,ICIC,TAX_SAVER_5Y,370800.0,1241,7.24,MONTHLY,2025-02-17 00:00:00,2028-07-12,462076.13,PREMATURE_WITHDRAWN,True,False,True,Referral,en
FD201707082,USR000094,CANB,TAX_SAVER_5Y,87400.0,65,8.06,QUARTERLY,2025-02-07 00:00:00,2025-04-13,88654.49,ACTIVE,False,True,True,Organic search,hi
FD982411107,USR000094,CANB,CALLABLE,34700.0,9,7.11,QUARTERLY,2025-01-16 00:00:00,2025-01-25,34760.83,ACTIVE,True,True,False,Organic search,hi
FD996805747,USR000489,IDFC,CALLABLE,20700.0,98,8.73,AT_MATURITY,2025-03-11 00:00:00,2025-06-17,21185.2,PREMATURE_WITHDRAWN,True,False,False,Direct,hi
FD811759939,USR000489,IDFC,SENIOR_CITIZEN,56000.0,1968,6.56,MONTHLY,2026-01-14 00:00:00,2031-06-05,75807.25,ACTIVE,False,True,True,Direct,hi
FD556214800,USR000713,CANB,SENIOR_CITIZEN,5500.0,3220,7.12,MONTHLY,2026-01-09 00:00:00,2034-11-03,8954.66,ACTIVE,False,False,False,Referral,hi
FD686001375,USR000501,ICIC,TAX_SAVER_5Y,84900.0,1912,8.43,AT_MATURITY,2026-04-12 00:00:00,2031-07-07,122391.28,ACTIVE,True,True,True,Influencer-IG,hi
FD705231921,USR000686,INDB,SENIOR_CITIZEN,46500.0,2803,8.61,MONTHLY,2025-10-09 00:00:00,2033-06-12,77245.84,ACTIVE,False,True,True,Influencer-IG,gu
FD829487583,USR000976,SBIN,REGULAR_FD,57100.0,166,5.85,QUARTERLY,2025-09-29 00:00:00,2026-03-14,58619.17,ACTIVE,True,False,True,Meta Ads,hi
FD498206343,USR000976,SBIN,CALLABLE,22900.0,1108,7.01,AT_MATURITY,2025-11-21 00:00:00,2028-12-03,27773.04,ACTIVE,True,False,False,Meta Ads,hi
FD537508343,USR000820,CANB,REGULAR_FD,279700.0,1456,8.83,MONTHLY,2025-11-03 00:00:00,2029-10-29,378219.38,PREMATURE_WITHDRAWN,True,False,True,Influencer-IG,ta
FD125547629,USR000958,HDFC,NON_CALLABLE,125500.0,2386,8.33,QUARTERLY,2025-10-22 00:00:00,2032-05-04,193838.64,ACTIVE,False,True,True,Direct,hi
FD979415638,USR000671,KOTK,CALLABLE,75000.0,688,7.12,MONTHLY,2025-02-04 00:00:00,2026-12-24,85065.53,ACTIVE,True,False,True,Email,bn
FD129307568,USR000585,BARB,REGULAR_FD,440600.0,13,6.62,QUARTERLY,2025-12-03 00:00:00,2025-12-16,441638.85,ACTIVE,False,True,True,WhatsApp,hi
FD797483542,USR000088,RBL,TAX_SAVER_5Y,173600.0,103,6.36,AT_MATURITY,2025-12-09 00:00:00,2026-03-22,176715.67,PREMATURE_WITHDRAWN,True,True,True,Influencer-IG,en
FD982774070,USR000620,KOTK,SWEEP_FD,14800.0,1227,6.05,AT_MATURITY,2025-06-14 00:00:00,2028-10-23,17810.02,ACTIVE,False,True,False,Referral,mr
FD912881131,USR000620,KOTK,SENIOR_CITIZEN,16900.0,2982,7.72,QUARTERLY,2025-01-03 00:00:00,2033-03-04,27559.06,CANCELLED,False,True,False,Referral,mr
FD880817322,USR000537,AXIS,NON_CALLABLE,81100.0,2078,7.17,MONTHLY,2025-12-20 00:00:00,2031-08-29,114204.93,ACTIVE,True,True,True,Influencer-YT,en
FD498871497,USR000028,ICIC,REGULAR_FD,23900.0,87,7.43,QUARTERLY,2026-03-19 00:00:00,2026-06-14,24323.27,ACTIVE,True,False,False,Influencer-YT,hi
FD431069209,USR000121,KOTK,TAX_SAVER_5Y,369500.0,116,6.9,QUARTERLY,2025-06-21 00:00:00,2025-10-15,377602.68,ACTIVE,False,True,True,Direct,hi
FD857019447,USR000721,PUNB,NON_CALLABLE,69700.0,63,7.49,AT_MATURITY,2025-06-18 00:00:00,2025-08-20,70601.08,CANCELLED,True,False,True,Influencer-IG,hi
FD667623320,USR000721,PUNB,CALLABLE,28300.0,2547,6.06,MONTHLY,2025-11-07 00:00:00,2032-10-28,40267.27,ACTIVE,False,True,False,Influencer-IG,hi
FD198864332,USR000721,PUNB,SWEEP_FD,23800.0,1118,6.9,MONTHLY,2026-05-03 00:00:00,2029-05-25,28830.08,ACTIVE,False,True,False,Influencer-IG,hi
FD700776614,USR000105,HDFC,SENIOR_CITIZEN,13700.0,2233,8.77,MONTHLY,2025-10-31 00:00:00,2031-12-12,21050.49,PREMATURE_WITHDRAWN,False,False,False,Organic search,en
FD326770987,USR000506,RBL,REGULAR_FD,98000.0,62,6.75,MONTHLY,2025-10-11 00:00:00,2025-12-12,99123.64,ACTIVE,True,True,True,Influencer-YT,mr
FD468641940,USR000506,RBL,TAX_SAVER_5Y,85000.0,253,8.02,MONTHLY,2025-02-14 00:00:00,2025-10-25,89725.21,ACTIVE,True,True,True,Influencer-YT,mr
FD723985344,USR000506,RBL,REGULAR_FD,11200.0,29,5.54,QUARTERLY,2025-11-19 00:00:00,2025-12-18,11249.3,ACTIVE,True,True,False,Influencer-YT,mr
FD135000456,USR000982,KOTK,TAX_SAVER_5Y,71800.0,3582,8.76,AT_MATURITY,2026-04-04 00:00:00,2036-01-24,133525.02,MATURED,True,True,True,Influencer-YT,en
FD853233831,USR000882,CANB,CALLABLE,90000.0,3477,6.54,MONTHLY,2025-06-07 00:00:00,2034-12-14,146070.2,CANCELLED,False,False,True,WhatsApp,en
FD239258262,USR000882,CANB,SENIOR_CITIZEN,38000.0,2777,6.48,QUARTERLY,2025-06-03 00:00:00,2033-01-09,56734.48,ACTIVE,True,True,False,WhatsApp,en
FD980912611,USR000457,CANB,SWEEP_FD,5600.0,619,6.07,AT_MATURITY,2026-02-07 00:00:00,2027-10-19,6176.47,ACTIVE,True,True,False,WhatsApp,te
FD209266841,USR000344,INDB,SWEEP_FD,13000.0,84,8.33,MONTHLY,2025-11-29 00:00:00,2026-02-21,13249.22,PREMATURE_WITHDRAWN,True,True,False,Influencer-YT,en
FD589300679,USR000344,INDB,TAX_SAVER_5Y,11100.0,19,6.18,QUARTERLY,2026-02-25 00:00:00,2026-03-16,11135.71,ACTIVE,True,True,False,Influencer-YT,en
FD586337488,USR000344,INDB,TAX_SAVER_5Y,20700.0,69,7.95,AT_MATURITY,2025-09-13 00:00:00,2025-11-21,21011.1,ACTIVE,False,True,False,Influencer-YT,en
FD400851444,USR000344,INDB,SENIOR_CITIZEN,94200.0,674,7.77,MONTHLY,2025-05-15 00:00:00,2027-03-20,107715.71,ACTIVE,True,True,True,Influencer-YT,en
FD692637998,USR000985,RBL,NON_CALLABLE,366300.0,11,8.46,AT_MATURITY,2025-04-05 00:00:00,2025-04-16,367233.91,ACTIVE,False,True,True,Influencer-YT,mr
FD105933386,USR000498,INDB,TAX_SAVER_5Y,178000.0,174,6.13,MONTHLY,2026-04-01 00:00:00,2026-09-22,183201.6,ACTIVE,False,True,True,Direct,ta
FD239061535,USR000498,INDB,CALLABLE,681300.0,172,5.57,AT_MATURITY,2025-07-06 00:00:00,2025-12-25,699182.54,ACTIVE,False,True,True,Direct,ta
FD850430875,USR000740,ICIC,SWEEP_FD,12300.0,2576,6.36,MONTHLY,2026-01-09 00:00:00,2033-01-28,17820.97,ACTIVE,False,False,False,Influencer-YT,kn
FD714239546,USR000584,INDB,TAX_SAVER_5Y,205100.0,431,7.27,MONTHLY,2025-09-25 00:00:00,2026-11-30,222706.96,ACTIVE,False,True,True,Email,hi
FD540466811,USR000660,KOTK,REGULAR_FD,86300.0,25,7.17,MONTHLY,2025-12-18 00:00:00,2026-01-12,86723.82,MATURED,False,False,True,Influencer-IG,ta
FD213500120,USR000691,SBIN,NON_CALLABLE,62700.0,106,6.89,AT_MATURITY,2026-02-28 00:00:00,2026-06-14,63954.58,PREMATURE_WITHDRAWN,False,False,True,Meta Ads,bn
FD493239497,USR000769,INDB,SWEEP_FD,8800.0,72,7.02,QUARTERLY,2025-05-12 00:00:00,2025-07-23,8921.86,ACTIVE,True,True,False,Influencer-YT,bn
FD876271524,USR000712,SBIN,REGULAR_FD,50400.0,226,8.01,MONTHLY,2025-04-20 00:00:00,2025-12-02,52899.65,ACTIVE,False,False,True,Referral,en
FD262587985,USR000712,SBIN,REGULAR_FD,22500.0,2681,8.68,QUARTERLY,2025-09-10 00:00:00,2033-01-12,36845.19,MATURED,False,True,False,Referral,en
FD467242723,USR000712,SBIN,TAX_SAVER_5Y,5000.0,10,7.86,QUARTERLY,2025-09-04 00:00:00,2025-09-14,5010.77,ACTIVE,False,True,False,Referral,en
FD236053153,USR000815,HDFC,NON_CALLABLE,1291500.0,58,6.84,QUARTERLY,2025-05-15 00:00:00,2025-07-12,1305537.37,ACTIVE,True,True,True,WhatsApp,hi
FD277416158,USR000815,HDFC,CALLABLE,84000.0,28,6.77,MONTHLY,2026-03-13 00:00:00,2026-04-10,84436.25,MATURED,False,False,True,WhatsApp,hi
FD499440605,USR000133,HDFC,SENIOR_CITIZEN,63400.0,2157,7.37,AT_MATURITY,2025-03-15 00:00:00,2031-02-09,91013.03,ACTIVE,False,True,True,Influencer-IG,hi
FD285496447,USR000937,INDB,NON_CALLABLE,262900.0,2510,7.55,QUARTERLY,2026-04-26 00:00:00,2033-03-10,399395.52,ACTIVE,True,False,True,Email,mr
FD437165902,USR000937,INDB,CALLABLE,298900.0,2593,7.4,AT_MATURITY,2026-01-16 00:00:00,2033-02-21,456032.96,ACTIVE,True,True,True,Email,mr
FD501190709,USR000937,INDB,TAX_SAVER_5Y,8800.0,29,6.92,MONTHLY,2025-01-04 00:00:00,2025-02-02,8848.38,ACTIVE,False,True,False,Email,mr
FD324555437,USR000916,RBL,REGULAR_FD,44800.0,41,5.88,AT_MATURITY,2026-03-17 00:00:00,2026-04-27,45095.9,PREMATURE_WITHDRAWN,True,False,True,Referral,mr
FD858781496,USR000069,IDFC,REGULAR_FD,288600.0,301,6.31,AT_MATURITY,2025-12-24 00:00:00,2026-10-21,303617.56,ACTIVE,True,True,True,Meta Ads,ta
FD806244539,USR000275,YESB,NON_CALLABLE,10600.0,63,7.1,AT_MATURITY,2025-07-06 00:00:00,2025-09-07,10729.9,ACTIVE,False,False,False,Direct,hi
FD506164623,USR000570,CANB,SWEEP_FD,817600.0,127,6.02,QUARTERLY,2025-02-28 00:00:00,2025-07-05,834725.7,ACTIVE,False,True,True,Meta Ads,mr
FD898254595,USR000963,INDB,SWEEP_FD,17200.0,192,7.23,QUARTERLY,2025-11-19 00:00:00,2026-05-30,17854.15,ACTIVE,False,True,False,WhatsApp,ml
FD903996492,USR000864,SBIN,TAX_SAVER_5Y,16300.0,611,6.25,MONTHLY,2025-02-25 00:00:00,2026-10-29,18005.36,ACTIVE,True,True,False,WhatsApp,hi
FD639074191,USR000847,CANB,REGULAR_FD,7200.0,121,5.7,QUARTERLY,2025-11-12 00:00:00,2026-03-13,7336.05,ACTIVE,True,False,False,Google Ads,en
FD289759910,USR000649,AXIS,CALLABLE,40700.0,712,6.66,AT_MATURITY,2025-09-02 00:00:00,2027-08-15,45987.57,ACTIVE,False,False,True,Referral,hi
FD414387270,USR000649,AXIS,TAX_SAVER_5Y,15400.0,51,5.92,AT_MATURITY,2025-02-12 00:00:00,2025-04-04,15527.39,ACTIVE,True,True,False,Referral,hi
FD998407985,USR000515,KOTK,SENIOR_CITIZEN,22500.0,723,7.06,QUARTERLY,2025-12-02 00:00:00,2027-11-25,25646.54,ACTIVE,True,False,False,Meta Ads,ml
FD311766826,USR000428,INDB,TAX_SAVER_5Y,1406900.0,40,6.24,QUARTERLY,2025-10-03 00:00:00,2025-11-12,1416520.88,ACTIVE,False,True,True,Direct,te
FD586422753,USR000269,YESB,NON_CALLABLE,13500.0,313,6.33,QUARTERLY,2025-04-07 00:00:00,2026-02-14,14232.81,MATURED,True,True,False,Email,en
FD101487877,USR000269,YESB,TAX_SAVER_5Y,22000.0,1817,8.81,MONTHLY,2026-03-18 00:00:00,2031-03-09,31648.52,ACTIVE,True,True,False,Email,en
FD827280539,USR000269,YESB,NON_CALLABLE,62400.0,2859,7.04,QUARTERLY,2025-01-22 00:00:00,2032-11-20,96809.51,ACTIVE,True,True,True,Email,en
FD620997924,USR000269,YESB,SENIOR_CITIZEN,91700.0,83,8.24,QUARTERLY,2025-09-10 00:00:00,2025-12-02,93418.23,ACTIVE,False,True,True,Email,en
FD996938212,USR000521,SBIN,REGULAR_FD,392500.0,2007,7.04,MONTHLY,2026-03-19 00:00:00,2031-09-16,544438.15,ACTIVE,True,True,True,Organic search,kn
FD141349934,USR000602,ICIC,REGULAR_FD,348700.0,72,5.75,MONTHLY,2025-05-24 00:00:00,2025-08-04,352655.12,ACTIVE,False,True,True,Referral,bn
FD837316510,USR000102,SBIN,NON_CALLABLE,69100.0,311,5.84,AT_MATURITY,2025-07-06 00:00:00,2026-05-13,72538.42,MATURED,True,True,True,Organic search,kn
FD245532350,USR000102,SBIN,NON_CALLABLE,13300.0,1685,7.45,QUARTERLY,2026-02-14 00:00:00,2030-09-26,17874.2,ACTIVE,False,False,False,Organic search,kn
FD685472137,USR000586,ICIC,SWEEP_FD,64200.0,712,7.39,QUARTERLY,2026-01-09 00:00:00,2027-12-22,73454.79,ACTIVE,True,True,True,Meta Ads,hi
FD313190803,USR000586,ICIC,NON_CALLABLE,42700.0,307,8.17,QUARTERLY,2026-03-14 00:00:00,2027-01-15,45634.24,ACTIVE,True,True,True,Meta Ads,hi
FD302562398,USR000386,KOTK,NON_CALLABLE,234900.0,282,6.13,AT_MATURITY,2026-02-03 00:00:00,2026-11-12,246024.99,PREMATURE_WITHDRAWN,True,True,True,Email,ta
FD750739845,USR000029,RBL,SWEEP_FD,8900.0,3298,7.2,MONTHLY,2025-11-28 00:00:00,2034-12-09,14690.02,ACTIVE,False,True,False,Referral,hi
FD668836203,USR000139,YESB,REGULAR_FD,92600.0,70,7.25,QUARTERLY,2025-03-08 00:00:00,2025-05-17,93887.52,ACTIVE,False,False,True,Direct,hi
FD622561034,USR000139,YESB,CALLABLE,65300.0,145,5.53,AT_MATURITY,2026-03-25 00:00:00,2026-08-17,66734.54,ACTIVE,False,True,True,Direct,hi
FD573682839,USR000405,BARB,SWEEP_FD,24300.0,42,7.37,AT_MATURITY,2026-04-22 00:00:00,2026-06-03,24506.08,MATURED,True,True,False,Referral,en
FD861511455,USR000375,RBL,CALLABLE,78200.0,22,5.75,QUARTERLY,2025-12-14 00:00:00,2026-01-05,78471.02,ACTIVE,False,True,True,Google Ads,hi
FD917260490,USR000037,RBL,REGULAR_FD,83600.0,110,8.43,QUARTERLY,2025-03-22 00:00:00,2025-07-10,85723.9,MATURED,False,True,True,Email,ta
FD548173420,USR000098,KOTK,CALLABLE,14100.0,220,8.33,QUARTERLY,2025-12-05 00:00:00,2026-07-13,14807.94,ACTIVE,True,False,False,Email,en
FD134135536,USR000461,PUNB,SENIOR_CITIZEN,27400.0,2570,7.62,MONTHLY,2025-05-20 00:00:00,2032-06-02,42100.96,CANCELLED,False,True,False,Referral,hi
FD411363808,USR000280,RBL,CALLABLE,19400.0,26,6.18,AT_MATURITY,2025-11-03 00:00:00,2025-11-29,19485.4,ACTIVE,True,False,False,Meta Ads,hi
FD540512515,USR000615,HDFC,NON_CALLABLE,23700.0,3172,7.7,MONTHLY,2025-03-26 00:00:00,2033-12-01,39559.13,ACTIVE,False,True,False,Organic search,en
FD162926253,USR000592,BARB,TAX_SAVER_5Y,49600.0,2796,6.01,MONTHLY,2025-05-15 00:00:00,2033-01-09,72434.97,ACTIVE,False,True,True,Influencer-YT,en
FD460388736,USR000592,BARB,REGULAR_FD,11700.0,1072,7.9,QUARTERLY,2025-08-13 00:00:00,2028-07-20,14414.66,ACTIVE,True,False,False,Influencer-YT,en
FD906138793,USR000592,BARB,REGULAR_FD,168000.0,1191,7.01,MONTHLY,2026-04-16 00:00:00,2029-07-20,206427.86,ACTIVE,False,False,True,Influencer-YT,en
FD207805530,USR000764,HDFC,REGULAR_FD,35200.0,17,8.36,QUARTERLY,2025-02-01 00:00:00,2025-02-18,35337.06,MATURED,True,True,False,Referral,en
